Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation
1838;1599;5;1599;T-P27795;V15;V15;Weed;V15A;0;Epilobietea angustifolii;Convolvuletalia sepium;Cynancho-Convolvulion sepium;Comunidad de Convolvulus sepium y Oxalis violacea;NW;NA;NA;1958;-5.727314327;43.35328655;3 - UTM10x10 + Elevation;280
1773;1600;5;1600;T-P27796;V15;V15;Weed;V15B;0;Epilobietea angustifolii;Convolvuletalia sepium;Cynancho-Convolvulion sepium;Comunidad de Convolvulus sepium y Oxalis violacea;;NA;NA;1958;-6.142551358;43.4614705;3 - UTM10x10 + Elevation;130
1802;1601;5;1601;T-P27797;V15;V15;Weed;V15B;0;Epilobietea angustifolii;Convolvuletalia sepium;Cynancho-Convolvulion sepium;Comunidad de Convolvulus sepium y Oxalis violacea;;NA;NA;1958;-5.719999329;43.35526167;3 - UTM10x10 + Elevation;285
2286;1602;5;1602;T-P27798;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Brassica nigra;NE;NA;30;1958;-5.599883033;43.54713832;3 - UTM10x10 + Elevation;30
1800;1603;5;1603;T-P27799;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Asociación de Lamium dissectum-Panicum crus-galli;;NA;NA;1958;-5.122336609;43.34270979;3 - UTM10x10 + Elevation;200
1771;1604;5;1604;T-P27800;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Asociación de Lamium dissectum-Panicum crus-galli;S;2;NA;1958;-5.137193516;43.41446604;3 - UTM10x10 + Elevation;215
2112;1605;5;1605;T-P27801;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Asociación de Lamium dissectum-Panicum crus-galli;;NA;NA;1958;-5.821635631;43.04485809;3 - UTM10x10 + Elevation;640
1923;1606;5;1606;T-P27802;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Asociación de Amaranthus hybridus-Chenopodium polyspermum;;NA;NA;1958;-6.609383;42.57610299;3 - UTM10x10 + Elevation;500
1667;1607;5;1607;T-P27807;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Linaria delphinoides-Anthoxanthum aristatum;S;2;NA;1958;-6.222917172;42.59484247;3 - UTM10x10 + Elevation;1090
1678;1608;5;1608;T-P27808;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Linaria delphinoides-Anthoxanthum aristatum;;NA;NA;1958;-6.282723413;42.5733329;3 - UTM10x10 + Elevation;1070
1669;1609;5;1609;T-P27809;V15;V15;Weed;V15C;0;NA;NA;NA;Associació-Desconeguda;S;20;NA;1958;-7.455813041;42.92980784;3 - UTM10x10 + Elevation;420
2172;1610;5;1610;T-P27810;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Lathyrus aphaca y Scleranthus annuus;W;8;NA;1958;-5.77511715;43.04779729;3 - UTM10x10 + Elevation;670
1681;1611;5;1611;T-P27812;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Comunidad de Lathyrus aphaca y Scleranthus annuus;E;3;NA;1958;-4.528495991;42.84729103;4 - UTM10x10 + Centroid;940
2016;1612;5;1612;T-P27823;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Papaveretalia rhoeadis;Caucalidion;Asociación Caucalis lappula-Neslia apiculata;;NA;NA;1958;-4.528495991;42.84729103;4 - UTM10x10 + Centroid;920
2262;1613;5;1613;T-P27824;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Papaveretalia rhoeadis;Caucalidion;Asociación Caucalis lappula-Neslia apiculata;;NA;NA;1958;-4.528495991;42.84729103;4 - UTM10x10 + Centroid;950
1262;2112;4;2112;T-P27833;V35;V34;Trampled;V34;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Plantago coronopus-Trifolium fragiferum;;NA;1;1958;-5.665984283;43.52893451;4 - UTM10x10 + Centroid;31
1320;2113;4;2113;T-P27834;V35;V34;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Plantago coronopus-Trifolium fragiferum;;NA;1;1958;-5.665984283;43.52893451;4 - UTM10x10 + Centroid;31
1292;2114;4;2114;T-P27837;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;1;1958;-4.528495991;42.84729103;4 - UTM10x10 + Centroid;920
1244;2115;4;2115;T-P27838;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;2;1958;-5.004129257;43.27460978;3 - UTM10x10 + Elevation;1050
1325;2116;4;2116;T-P27839;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;1;1958;-6.715006681;43.56492917;3 - UTM10x10 + Elevation;10
1193;2117;4;2117;T-P27840;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;NA;1958;-5.658685532;43.53317989;3 - UTM10x10 + Elevation;20
1206;2118;4;2118;T-P27851;V35;V35;Trampled;V35;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Spergularia rubra-Amaranthus deflexus;;NA;NA;1958;-5.962566038;42.65886893;4 - UTM10x10 + Centroid;1053
1252;2119;4;2119;T-P27852;V35;V35;Trampled;V35;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Spergularia rubra-Amaranthus deflexus;;NA;NA;1958;-5.962566038;42.65886893;4 - UTM10x10 + Centroid;1053
1278;2120;4;2120;T-P27853;V35;V35;Trampled;V35;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Asociación de Spergularia rubra-Amaranthus deflexus;;NA;NA;1958;-5.962566038;42.65886893;4 - UTM10x10 + Centroid;1053
784;905;3;905;T-P27869;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Asociación de Malva mauritanica-Rumex obtusifolius;;NA;NA;1958;-5.789921341;42.9952121;3 - UTM10x10 + Elevation;950
791;906;3;906;T-P27870;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Asociación de Malva mauritanica-Rumex obtusifolius;;NA;NA;1958;-5.791306903;43.02579298;3 - UTM10x10 + Elevation;960
1350;2121;4;2121;T-P28146;V35;V35;Trampled;V34;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Sagino-Bryetum argentei;;NA;1;1958;-5.665984283;43.52893451;4 - UTM10x10 + Centroid;31
149;2287;1;2287;T-P31605;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.924415113;43.39322181;4 - UTM10x10 + Centroid;64
147;2288;1;2288;T-P31606;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.924415113;43.39322181;4 - UTM10x10 + Centroid;64
141;2289;1;2289;T-P31607;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;1;1985-1986;-3.923803883;43.30373109;4 - UTM10x10 + Centroid;178
130;2290;1;2290;T-P31608;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.923803883;43.30373109;4 - UTM10x10 + Centroid;178
129;2291;1;2291;T-P31609;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;4;1985-1986;-3.923803883;43.30373109;4 - UTM10x10 + Centroid;178
131;2292;1;2292;T-P31610;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;1;1985-1986;-4.54010737;43.29709228;4 - UTM10x10 + Centroid;367.5
164;2293;1;2293;T-P31611;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;4;1985-1986;-3.311323105;43.38164629;4 - UTM10x10 + Centroid;191
145;2294;1;2294;T-P31612;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.311323105;43.38164629;4 - UTM10x10 + Centroid;191
143;2295;1;2295;T-P31613;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-4.165908673;43.37783424;4 - UTM10x10 + Centroid;114
157;2296;1;2296;T-P31614;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;4;1985-1986;-4.165908673;43.37783424;4 - UTM10x10 + Centroid;114
144;2297;1;2297;T-P31616;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;1;1985-1986;-4.108373975;42.79326158;4 - UTM10x10 + Centroid;873
134;2298;1;2298;T-P31617;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-4.108373975;42.79326158;4 - UTM10x10 + Centroid;873
105;2299;1;2299;T-P31618;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;3;1985-1986;-3.665204511;43.46129774;4 - UTM10x10 + Centroid;43
103;2300;1;2300;T-P31619;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;4;1985-1986;-3.800447036;43.39010631;4 - UTM10x10 + Centroid;36
170;2301;1;2301;T-P31620;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.800447036;43.39010631;4 - UTM10x10 + Centroid;36
104;2302;1;2302;T-P31621;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.800447036;43.39010631;4 - UTM10x10 + Centroid;36
106;2303;1;2303;T-P31622;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.427677294;43.38332;4 - UTM10x10 + Centroid;81
110;2304;1;2304;T-P31623;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;3;1985-1986;-3.455098968;43.45524153;4 - UTM10x10 + Centroid;41
101;2305;1;2305;T-P31624;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-4.528495991;42.84729103;4 - UTM10x10 + Centroid;1121
102;2306;1;2306;T-P31625;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-4.287924398;43.0300701;4 - UTM10x10 + Centroid;1366
137;2307;1;2307;T-P31626;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Hedero-Polypodietum cambrici;;NA;2;1985-1986;-3.427677294;43.38332;4 - UTM10x10 + Centroid;81
2127;907;5;907;T-P31627;V37;V32;Ruderal;V37;0;NA;NA;NA;Associació-Desconeguda;;NA;5;2000;-2.906511653;43.37137182;1 - UTM1x1 + Elevation;5
158;2308;1;2308;T-P32454;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-2.072845145;43.16054602;1 - UTM1x1 + Elevation;150
135;2309;1;2309;T-P32455;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-1.660185344;43.1312443;1 - UTM1x1 + Elevation;100
156;2310;1;2310;T-P32456;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;60;1966;-1.662565169;43.13487403;1 - UTM1x1 + Elevation;130
132;2311;1;2311;T-P32457;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-2.266898901;43.18536643;1 - UTM1x1 + Elevation;130
138;2312;1;2312;T-P32458;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-2.271820797;43.18539786;1 - UTM1x1 + Elevation;160
136;2313;1;2313;T-P32459;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-2.271842201;43.18359705;1 - UTM1x1 + Elevation;160
139;2314;1;2314;T-P32460;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;30;1966;-1.662565169;43.13487403;1 - UTM1x1 + Elevation;130
140;2315;1;2315;T-P32461;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;100;1966;-1.667521175;43.13313092;1 - UTM1x1 + Elevation;160
78;2316;1;2316;T-P32462;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-2.415143223;43.12498758;1 - UTM1x1 + Elevation;190
55;2317;1;2317;T-P32463;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;20;1966;-2.27432441;43.18181187;1 - UTM1x1 + Elevation;100
56;2318;1;2318;T-P32464;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;20;1966;-2.251671146;43.22308765;1 - UTM1x1 + Elevation;140
47;2319;1;2319;T-P32465;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-2.183491904;43.1649911;1 - UTM1x1 + Elevation;180
51;2320;1;2320;T-P32466;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;50;1966;-1.686288442;43.29002808;1 - UTM1x1 + Elevation;220
53;2321;1;2321;T-P32467;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;10;1966;-1.509623614;43.15459498;1 - UTM1x1 + Elevation;290
82;2322;1;2322;T-P32468;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;50;1966;-1.504705465;43.1545308;1 - UTM1x1 + Elevation;290
54;2323;1;2323;T-P32469;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;20;1966;-1.504705465;43.1545308;1 - UTM1x1 + Elevation;290
52;2324;1;2324;T-P32470;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;NA;1966;-1.522005849;43.15115377;1 - UTM1x1 + Elevation;280
86;2325;1;2325;T-P32471;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;20;1966;-1.899592669;43.08156961;2 - UTM1x1 + Centroid;700
80;2326;1;2326;T-P32472;U37;?;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Parietarietum judaicae;;NA;20;1966;-1.948138409;43.11624453;1 - UTM1x1 + Elevation;750
2190;1614;5;1614;T-P32589;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;35;1995;-7.517978838;42.471799;3 - UTM10x10 + Elevation;390
2189;1615;5;1615;T-P32590;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;25;1995;-7.433705561;42.51831349;3 - UTM10x10 + Elevation;390
2185;1616;5;1616;T-P32591;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;40;1995;-7.537947173;42.51242418;3 - UTM10x10 + Elevation;290
2216;1617;5;1617;T-P32592;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;30;1995;-7.482994553;42.45876992;3 - UTM10x10 + Elevation;590
2213;1618;5;1618;T-P32593;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio amplexicaulis-Veronicetum hederifoliae;;0;50;1995;-7.436027698;42.44799597;3 - UTM10x10 + Elevation;530
2184;1619;5;1619;T-P32594;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;NA;40;1995;-7.485371056;42.49123445;2 - UTM1x1 + Centroid;300
2212;1620;5;1620;T-P32595;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;60;1995;-7.59002046;42.49233933;1 - UTM1x1 + Elevation;310
1664;1621;5;1621;T-P32596;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;W;5;10;1995;-7.660414587;42.42466861;1 - UTM1x1 + Elevation;200
2201;1622;5;1622;T-P32597;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;40;1995;-7.427131223;41.60572943;4 - UTM10x10 + Centroid;400
1658;1623;5;1623;T-P32598;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;E;NA;25;1995;-7.477027036;42.85159596;2 - UTM1x1 + Centroid;350
1663;1624;5;1624;T-P32599;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;SE;10;40;1995;-7.610928755;42.4788936;1 - UTM1x1 + Elevation;360
1715;1625;5;1625;T-P32600;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;60;1995;-7.620720844;42.51271099;1 - UTM1x1 + Elevation;400
1725;1626;5;1626;T-P32601;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;30;1995;-7.568575781;42.56522482;2 - UTM1x1 + Centroid;320
1706;1627;5;1627;T-P32602;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;50;1995;-7.542379674;42.57347116;1 - UTM1x1 + Elevation;380
1705;1628;5;1628;T-P32603;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;30;1995;-7.501956998;42.55346164;1 - UTM1x1 + Elevation;320
2205;1629;5;1629;T-P32604;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;;0;NA;1995;-7.384577706;42.58124494;2 - UTM1x1 + Centroid;500
1827;1630;5;1630;T-P32605;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Linario amethysteae-Calenduletum arvensis;E;NA;40;1995;-7.587009618;42.5176695;1 - UTM1x1 + Elevation;390
2030;1631;5;1631;T-P32606;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;NE;NA;30;1995;-7.350827818;42.65654926;1 - UTM1x1 + Elevation;740
1733;1632;5;1632;T-P32607;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;SW;NA;40;1995;-7.594082396;42.48137221;1 - UTM1x1 + Elevation;300
1704;1633;5;1633;T-P32608;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;30;1995;-7.473098382;42.62662144;1 - UTM1x1 + Elevation;380
1716;1634;5;1634;T-P32609;V15;V;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;25;1995;-7.470795558;42.62851219;1 - UTM1x1 + Elevation;380
1829;1635;5;1635;T-P32610;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;30;1995;-7.387924129;42.55969459;1 - UTM1x1 + Elevation;400
1764;1636;5;1636;T-P32611;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;SE;10;40;1995;-7.35825285;42.65806717;1 - UTM1x1 + Elevation;760
1750;1637;5;1637;T-P32612;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;50;1995;-7.592051586;42.48685578;1 - UTM1x1 + Elevation;300
2240;1638;5;1638;T-P32613;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;50;1995;-7.528987429;42.69104574;2 - UTM1x1 + Centroid;290
2242;1639;5;1639;T-P32614;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;50;1995;-7.383191539;42.56167678;1 - UTM1x1 + Elevation;400
2237;1640;5;1640;T-P32615;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Lamio hybridi-Echinochloetum crus-gallii;;0;25;1995;-7.506814251;42.55327031;1 - UTM1x1 + Elevation;320
