"Releve.number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
527812,"T-P27812","Alchemilla arvensis","Aphanes arvensis","*",1
527812,"T-P27812","Delphinium consolida","Consolida regalis","+",1
527812,"T-P27812","Centaurea cyanus","Cyanus segetum","+",1
527812,"T-P27812","Erophila verna","Draba verna","+",1
527812,"T-P27812","Galium tricorne","Galium tricornutum","+",1
527812,"T-P27812","Lathyrus aphaca","Lathyrus aphaca","+",1
527812,"T-P27812","Lolium temulentum","Lolium temulentum","+",1
527812,"T-P27812","Medicago lupulina","Medicago lupulina","1",5
527812,"T-P27812","Papaver rhoeas","Papaver rhoeas","+",1
527812,"T-P27812","Poa compressa","Poa compressa","a",5
527812,"T-P27812","Polygonum aviculare","Polygonum aviculare","1",5
527812,"T-P27812","Scleranthus annuus","Scleranthus annuus","e",15
527812,"T-P27812","Silene cucubalus","Silene vulgaris","*",1
527812,"T-P27812","Stellaria media subsp. apetala","Stellaria media","+",1
527812,"T-P27812","Veronica triphyllos","Veronica triphyllos","a",5
527812,"T-P27812","Vicia hirsuta","Vicia hirsuta","+",1
527812,"T-P27812","Vicia pannonica","Vicia pannonica","a",5
527812,"T-P27812","Viola tricolor subsp. arvensis","Viola arvensis","+",1
527823,"T-P27823","Agrostemma githago","Agrostemma githago","+",1
527823,"T-P27823","Anagallis arvensis subsp. phoenicea","Anagallis arvensis","+",1
527823,"T-P27823","Anthemis arvensis","Anthemis arvensis","e",15
527823,"T-P27823","Chenopodium album","Chenopodium album","*",1
527823,"T-P27823","Centaurea cyanus","Cyanus segetum","2",15
527823,"T-P27823","Polygonum convolvulus","Fallopia convolvulus","a",5
527823,"T-P27823","Lolium temulentum","Lolium temulentum","+",1
527823,"T-P27823","Medicago lupulina","Medicago lupulina","*",1
527823,"T-P27823","Neslia apiculata","Neslia paniculata","+",1
527823,"T-P27823","Euphrasia odontites","Odontites vernus","+",1
527823,"T-P27823","Papaver rhoeas","Papaver rhoeas","1",5
527823,"T-P27823","Silene conica","Silene conica","+",1
527823,"T-P27823","Sinapis arvensis","Sinapis arvensis","a",5
527823,"T-P27823","Trifolium arvense","Trifolium arvense","1",5
527823,"T-P27823","Trifolium procumbens","Trifolium campestre","+",1
527823,"T-P27823","Vicia sativa subsp. angustifolia","Vicia sativa","1",5
527823,"T-P27823","Viola tricolor subsp. arvensis","Viola arvensis","1",5
527824,"T-P27824","Anagallis arvensis subsp. phoenicea","Anagallis arvensis","+",1
527824,"T-P27824","Anthemis arvensis","Anthemis arvensis","e",15
527824,"T-P27824","Caucalis lappula","Caucalis platycarpos","+",1
527824,"T-P27824","Chenopodium album","Chenopodium album","+",1
527824,"T-P27824","Cirsium arvense","Cirsium arvense","+",1
527824,"T-P27824","Centaurea cyanus","Cyanus segetum","e",15
527824,"T-P27824","Galium tricorne","Galium tricornutum","1",5
527824,"T-P27824","Lamium amplexicaule","Lamium amplexicaule","+",1
527824,"T-P27824","Lolium temulentum","Lolium temulentum","+",1
527824,"T-P27824","Medicago lupulina","Medicago lupulina","1",5
527824,"T-P27824","Neslia apiculata","Neslia paniculata","+",1
527824,"T-P27824","Papaver rhoeas","Papaver rhoeas","1",5
527824,"T-P27824","Polygonum aviculare","Polygonum aviculare","e",15
527824,"T-P27824","Sinapis arvensis","Sinapis arvensis","+",1
527824,"T-P27824","Trifolium arvense","Trifolium arvense","+",1
527824,"T-P27824","Vicia pannonica var. striata","Vicia pannonica","+",1
527824,"T-P27824","Vicia sativa","Vicia sativa","+",1
527824,"T-P27824","Viola tricolor subsp. arvensis","Viola arvensis","+",1
527833,"T-P27833","Cynodon dactylon","Cynodon dactylon","o",62.5
527833,"T-P27833","Poa annua","Ochlopoa annua","*",1
527833,"T-P27833","Plantago coronopus","Plantago coronopus","i",37.5
527833,"T-P27833","Trifolium fragiferum","Trifolium fragiferum","*",1
527834,"T-P27834","Anagallis arvensis subsp. phoenicea","Anagallis arvensis","a",5
527834,"T-P27834","Cynodon dactylon","Cynodon dactylon","5",87.5
527834,"T-P27834","Poa annua","Ochlopoa annua","*",1
527834,"T-P27834","Plantago coronopus","Plantago coronopus","1",5
527834,"T-P27834","Plantago major","Plantago major","e",15
527834,"T-P27834","Polygonum aviculare","Polygonum aviculare","*",1
527834,"T-P27834","Trifolium fragiferum","Trifolium fragiferum","*",1
527837,"T-P27837","Lolium perenne","Lolium perenne","3",37.5
527837,"T-P27837","Poa annua","Ochlopoa annua","2",15
527837,"T-P27837","Plantago lanceolata","Plantago lanceolata","+",1
527837,"T-P27837","Plantago major","Plantago major","j",37.5
527837,"T-P27837","Poa pratensis","Poa pratensis","*",1
527837,"T-P27837","Polygonum aviculare","Polygonum aviculare","3",37.5
527837,"T-P27837","Trifolium repens","Trifolium repens","*",1
527838,"T-P27838","Agrostis tenuis","Agrostis capillaris","*",1
527838,"T-P27838","Bellis perennis","Bellis perennis","*",1
527838,"T-P27838","Dactylis glomerata","Dactylis glomerata","*",1
527838,"T-P27838","Lolium perenne","Lolium perenne","a",5
527838,"T-P27838","Poa annua","Ochlopoa annua","f",15
527838,"T-P27838","Plantago major","Plantago major","i",37.5
527838,"T-P27838","Taraxacum officinale","Taraxacum","+",1
527839,"T-P27839","Coronopus procumbens","Lepidium coronopus","a",5
527839,"T-P27839","Lolium perenne","Lolium perenne","*",1
527839,"T-P27839","Poa annua","Ochlopoa annua","3",37.5
527839,"T-P27839","Plantago major","Plantago major","i",37.5
527839,"T-P27839","Polygonum aviculare","Polygonum aviculare","2",15
527840,"T-P27840","Coronopus didymus","Lepidium didymum","f",15
527840,"T-P27840","Lolium perenne","Lolium perenne","*",1
527840,"T-P27840","Poa annua","Ochlopoa annua","3",37.5
527840,"T-P27840","Plantago major","Plantago major","2",15
527840,"T-P27840","Polygonum aviculare","Polygonum aviculare","f",15
527851,"T-P27851","Amaranthus deflexus","Amaranthus deflexus","1",5
527851,"T-P27851","Polygonum aviculare","Polygonum aviculare","2",15
527851,"T-P27851","Spergularia rubra","Spergularia rubra","a",5
527851,"T-P27851","Taraxacum officinale","Taraxacum","+",1
527852,"T-P27852","Amaranthus deflexus","Amaranthus deflexus","+",1
527852,"T-P27852","Malva parviflora","Malva parviflora","+",1
527852,"T-P27852","Poa annua","Ochlopoa annua","*",1
527852,"T-P27852","Polygonum aviculare","Polygonum aviculare","f",15
527852,"T-P27852","Spergularia rubra","Spergularia rubra","a",5
527869,"T-P27869","Arctium minus","Arctium atlanticum","2",15
527869,"T-P27869","Artemisia vulgaris","Artemisia vulgaris","2",15
527869,"T-P27869","Conium maculatum","Conium maculatum","*",1
527869,"T-P27869","Dipsacus silvester","Dipsacus fullonum","e",15
527869,"T-P27869","Galium aparine","Galium aparine","+",1
527869,"T-P27869","Malva sylvestris subsp. mauritanica","Malva sylvestris","a",5
527869,"T-P27869","Marrubium vulgare","Marrubium vulgare","2",15
527869,"T-P27869","Rumex obtusifolius","Rumex obtusifolius","2",15
527869,"T-P27869","Silybum marianum","Silybum marianum","1",5
527869,"T-P27869","Urtica dioica","Urtica dioica","j",37.5
527870,"T-P27870","Arctium minus","Arctium atlanticum","j",37.5
527870,"T-P27870","Artemisia vulgaris","Artemisia vulgaris","*",1
527870,"T-P27870","Ballota nigra","Ballota nigra","+",1
527870,"T-P27870","Cirsium vulgare","Cirsium vulgare","+",1
527870,"T-P27870","Conium maculatum","Conium maculatum","2",15
527870,"T-P27870","Echium vulgare","Echium vulgare","+",1
527870,"T-P27870","Galium aparine","Galium aparine","a",5
527870,"T-P27870","Lamium maculatum","Lamium maculatum","+",1
527870,"T-P27870","Lolium perenne","Lolium perenne","+",1
527870,"T-P27870","Malva sylvestris subsp. mauritanica","Malva sylvestris","f",15
527870,"T-P27870","Poa trivialis","Poa trivialis","*",1
527870,"T-P27870","Rumex obtusifolius","Rumex obtusifolius","1",5
527870,"T-P27870","Urtica dioica","Urtica dioica","a",5
527948,"T-P27948","Anthemis arvensis","Anthemis arvensis","1",5
527948,"T-P27948","Arenaria serpyllifolia","Arenaria serpyllifolia","1",5
527948,"T-P27948","Deschampsia flexuosa","Avenella flexuosa","*",1
527948,"T-P27948","Bromus mollis","Bromus hordeaceus","1",5
527948,"T-P27948","Cynosurus echinatus","Cynosurus echinatus","a",5
527948,"T-P27948","Sarothamnus scoparius","Cytisus scoparius","2",15
527948,"T-P27948","Dactylis glomerata","Dactylis glomerata","*",1
527948,"T-P27948","Euphorbia hibernica","Euphorbia hyberna","a",5
527948,"T-P27948","Galium verum","Galium verum","a",5
527948,"T-P27948","Lithospermum diffusum","Glandora diffusa","2",15
527948,"T-P27948","Avena sulcata","Helictochloa marginata","p",62.5
527948,"T-P27948","Herniaria hirsuta","Herniaria hirsuta","a",5
527948,"T-P27948","Hypochoeris radicata","Hypochaeris radicata","1",5
527948,"T-P27948","Malva moschata var. geraniifolia","Malva tournefortiana","2",15
527948,"T-P27948","Nardus stricta","Nardus stricta","*",1
527948,"T-P27948","Peucedanum venetum","Peucedanum venetum","a",5
527948,"T-P27948","Plantago lanceolata var. sphaerostachya","Plantago lanceolata","1",5
527948,"T-P27948","Poa bulbosa","Poa bulbosa","*",1
527948,"T-P27948","Rhinanthus minor","Rhinanthus minor","*",1
527948,"T-P27948","Rumex acetosella","Rumex acetosella","a",5
527948,"T-P27948","Scleranthus annuus","Scleranthus annuus","a",5
527948,"T-P27948","Silene nutans","Silene nutans","*",1
527948,"T-P27948","Teucrium scorodonia","Teucrium scorodonia","*",1
527948,"T-P27948","Trifolium pratense","Trifolium pratense","a",5
527948,"T-P27948","Trifolium repens","Trifolium repens","+",1
527948,"T-P27948","Veronica arvensis","Veronica arvensis","a",5
528146,"T-P28146","Bryum argenteum","Bryum argenteum","a",5
528146,"T-P28146","Poa annua","Ochlopoa annua","2",15
528146,"T-P28146","Sagina apetala","Sagina apetala","3",37.5
531605,"T-P31605","Cymbalaria muralis","Cymbalaria muralis","+",1
531605,"T-P31605","Dactylis glomerata","Dactylis glomerata","+",1
531605,"T-P31605","Geranium robertianum","Geranium robertianum","+",1
531605,"T-P31605","Hedera helix","Hedera helix s.l.","g",15
531605,"T-P31605","Polypodium cambricum","Polypodium cambricum","4",62.5
531605,"T-P31605","Rubus ulmifolius","Rubus ulmifolius","+",1
531608,"T-P31608","Asplenium ceterach","Asplenium ceterach","1",5
531608,"T-P31608","Asplenium trichomanes","Asplenium trichomanes","1",5
531608,"T-P31608","Festuca rubra","Festuca rubra","+",1
531608,"T-P31608","Hedera helix","Hedera helix s.l.","a",5
531608,"T-P31608","Plantago lanceolata","Plantago lanceolata","1",5
531608,"T-P31608","Polypodium cambricum","Polypodium cambricum","i",37.5
531609,"T-P31609","Asplenium ceterach","Asplenium ceterach","+",1
531609,"T-P31609","Asplenium trichomanes","Asplenium trichomanes","1",5
531609,"T-P31609","Dactylis glomerata","Dactylis glomerata","+",1
531609,"T-P31609","Festuca rubra","Festuca rubra","1",5
531609,"T-P31609","Hedera helix","Hedera helix s.l.","f",15
531609,"T-P31609","Polypodium cambricum","Polypodium cambricum","i",37.5
531609,"T-P31609","Rubus ulmifolius","Rubus ulmifolius","+",1
531610,"T-P31610","Asplenium ceterach","Asplenium ceterach","*",1
531610,"T-P31610","Asplenium trichomanes","Asplenium trichomanes","*",1
531610,"T-P31610","Dactylis glomerata","Dactylis glomerata","1",5
531610,"T-P31610","Geranium robertianum","Geranium robertianum","+",1
531610,"T-P31610","Hedera helix","Hedera helix s.l.","a",5
531610,"T-P31610","Polypodium cambricum","Polypodium cambricum","j",37.5
531611,"T-P31611","Asplenium ceterach","Asplenium ceterach","e",15
531611,"T-P31611","Asplenium trichomanes","Asplenium trichomanes","+",1
531611,"T-P31611","Cymbalaria muralis","Cymbalaria muralis","2",15
531611,"T-P31611","Dactylis glomerata","Dactylis glomerata","1",5
531611,"T-P31611","Geranium robertianum","Geranium robertianum","1",5
531611,"T-P31611","Hedera helix","Hedera helix s.l.","f",15
531611,"T-P31611","Polypodium cambricum","Polypodium cambricum","j",37.5
531611,"T-P31611","Sonchus oleraceus","Sonchus oleraceus","+",1
531617,"T-P31617","Asplenium trichomanes","Asplenium trichomanes","e",15
531617,"T-P31617","Cymbalaria muralis","Cymbalaria muralis","+",1
531617,"T-P31617","Geranium robertianum","Geranium robertianum","+",1
531617,"T-P31617","Hedera helix","Hedera helix s.l.","j",37.5
531617,"T-P31617","Lonicera japonica","Lonicera japonica","g",15
531617,"T-P31617","Poa annua","Ochlopoa annua","+",1
531617,"T-P31617","Polypodium cambricum","Polypodium cambricum","4",62.5
531619,"T-P31619","Asplenium ceterach","Asplenium ceterach","1",5
531619,"T-P31619","Asplenium trichomanes","Asplenium trichomanes","+",1
531619,"T-P31619","Geranium robertianum","Geranium robertianum","+",1
531619,"T-P31619","Hedera helix","Hedera helix s.l.","b",5
531619,"T-P31619","Polypodium cambricum","Polypodium cambricum","4",62.5
531619,"T-P31619","Veronica persica","Veronica persica","+",1
531620,"T-P31620","Centranthus ruber","Centranthus ruber","1",5
531620,"T-P31620","Dactylis glomerata","Dactylis glomerata","+",1
531620,"T-P31620","Hedera helix","Hedera helix s.l.","g",15
531620,"T-P31620","Poa annua","Ochlopoa annua","1",5
531620,"T-P31620","Polypodium cambricum","Polypodium cambricum","3",37.5
531620,"T-P31620","Rubus ulmifolius","Rubus ulmifolius","*",1
531620,"T-P31620","Veronica persica","Veronica persica","+",1
531622,"T-P31622","Asplenium ceterach","Asplenium ceterach","1",5
531622,"T-P31622","Asplenium trichomanes","Asplenium trichomanes","a",5
531622,"T-P31622","Hedera helix","Hedera helix s.l.","4",62.5
531622,"T-P31622","Poa annua","Ochlopoa annua","+",1
531622,"T-P31622","Parietaria judaica","Parietaria judaica","*",1
531622,"T-P31622","Polypodium cambricum","Polypodium cambricum","g",15
531622,"T-P31622","Taraxacum officinale","Taraxacum","+",1
531622,"T-P31622","Umbilicus rupestris","Umbilicus rupestris","1",5
531623,"T-P31623","Asplenium ceterach","Asplenium ceterach","+",1
531623,"T-P31623","Asplenium trichomanes","Asplenium trichomanes","e",15
531623,"T-P31623","Cymbalaria muralis","Cymbalaria muralis","a",5
531623,"T-P31623","Dactylis glomerata","Dactylis glomerata","+",1
531623,"T-P31623","Geranium robertianum","Geranium robertianum","+",1
531623,"T-P31623","Hedera helix","Hedera helix s.l.","f",15
531623,"T-P31623","Hypochoeris radicata","Hypochaeris radicata","+",1
531623,"T-P31623","Poa annua","Ochlopoa annua","1",5
531623,"T-P31623","Polypodium cambricum","Polypodium cambricum","3",37.5
531623,"T-P31623","Sonchus oleraceus","Sonchus oleraceus","+",1
531623,"T-P31623","Umbilicus rupestris","Umbilicus rupestris","+",1
531625,"T-P31625","Asplenium trichomanes","Asplenium trichomanes","*",1
531625,"T-P31625","Geranium robertianum","Geranium robertianum","1",5
531625,"T-P31625","Hedera helix","Hedera helix s.l.","5",87.5
531625,"T-P31625","Poa annua","Ochlopoa annua","a",5
531625,"T-P31625","Polypodium cambricum","Polypodium cambricum","4",62.5
531625,"T-P31625","Sherardia arvensis","Sherardia arvensis","1",5
531625,"T-P31625","Taraxacum officinale","Taraxacum","+",1
531627,"T-P31627","Anagallis arvensis","Anagallis arvensis","2",15
531627,"T-P31627","Bromus sterilis","Anisantha sterilis","+",1
531627,"T-P31627","Arenaria serpyllifolia","Arenaria serpyllifolia","+",1
531627,"T-P31627","Calystegia sepium","Calystegia sepium","1",5
531627,"T-P31627","Coleostephus myconis","Coleostephus myconis","4",62.5
531627,"T-P31627","Eleusine indica","Eleusine indica","1",5
531627,"T-P31627","Equisetum arvense","Equisetum arvense","1",5
531627,"T-P31627","Equisetum telmateia","Equisetum telmateia","+",1
531627,"T-P31627","Picris echioides","Helminthotheca echioides","1",5
531627,"T-P31627","Holcus lanatus","Holcus lanatus","2",15
531627,"T-P31627","Juncus bufonius","Juncus bufonius","+",1
531627,"T-P31627","Lolium perenne","Lolium perenne","2",15
531627,"T-P31627","Lythrum hyssopifolia","Lythrum hyssopifolia","+",1
531627,"T-P31627","Medicago polymorpha","Medicago polymorpha","+",1
531627,"T-P31627","Paspalum paspalodes","Paspalum distichum","+",1
531627,"T-P31627","Plantago lanceolata","Plantago lanceolata","1",5
531627,"T-P31627","Plantago major subsp. major","Plantago major","+",1
531627,"T-P31627","Pulicaria dysenterica","Pulicaria dysenterica","1",5
531627,"T-P31627","Ranunculus repens","Ranunculus repens","+",1
531627,"T-P31627","Reynoutria japonica","Reynoutria japonica","+",1
531627,"T-P31627","Aster squamatus","Symphyotrichum squamatum","+",1
532454,"T-P32454","Anomodon viticulosus","Anomodon viticulosus","2",15
532454,"T-P32454","Ceterach officinarum","Asplenium ceterach","+",1
532454,"T-P32454","Asplenium trichomanes","Asplenium trichomanes","1",5
532454,"T-P32454","Scleropoa rigida","Catapodium rigidum","z",1
532454,"T-P32454","Centranthus ruber","Centranthus ruber","+",1
532454,"T-P32454","Linaria cymbalaria","Cymbalaria muralis","1",5
532454,"T-P32454","Erigeron canadensis","Erigeron canadensis","+",1
532454,"T-P32454","Medicago lupulina","Medicago lupulina","+",1
532454,"T-P32454","Oxalis corniculata","Oxalis corniculata","+",1
532454,"T-P32454","Parietaria ramiflora","Parietaria judaica","+",1
532454,"T-P32454","Polypodium vulgare subsp. serratum","Polypodium cambricum","4",62.5
532454,"T-P32454","Sonchus oleraceus","Sonchus oleraceus","+",1
532455,"T-P32455","Anomodon viticulosus","Anomodon viticulosus","4",62.5
532455,"T-P32455","Ceterach officinarum","Asplenium ceterach","+",1
532455,"T-P32455","Asplenium trichomanes","Asplenium trichomanes","1",5
532455,"T-P32455","Scleropoa rigida","Catapodium rigidum","z",1
532455,"T-P32455","Crepis capillaris","Crepis capillaris","+",1
532455,"T-P32455","Linaria cymbalaria","Cymbalaria muralis","3",37.5
532455,"T-P32455","Geranium robertianum","Geranium robertianum","+",1
532455,"T-P32455","Hedera helix","Hedera helix s.l.","3",37.5
532455,"T-P32455","Homalothecium sericeum","Homalothecium sericeum","+",1
532455,"T-P32455","Rubus ulmifolius","Rubus ulmifolius","+",1
532455,"T-P32455","Sonchus oleraceus","Sonchus oleraceus","+",1
532456,"T-P32456","Anomodon viticulosus","Anomodon viticulosus","2",15
532456,"T-P32456","Ceterach officinarum","Asplenium ceterach","+",1
532456,"T-P32456","Asplenium trichomanes","Asplenium trichomanes","1",5
