species,family,n.replications,n.EUNIS.habitats,Disturbance.Severity,Disturbance.Severity.herblayer,Disturbance.Frequency,Disturbance.Frequency.herblayer,Mowing.Frequency,Grazing.Pressure,Soil.Disturbance,SD_Disturbance.Severity,SD_Disturbance.Severity.herblayer,SD_Disturbance.Frequency,SD_Disturbance.Frequency.herblayer,SD_Mowing.Frequency,SD_Grazing.Pressure,SD_Soil.Disturbance
Tripolium pannonicum,Compositae,999,61,0.49067,0.48942,2.05856,2.12521,0.06413,0.33292,0.21567,5.00E-04,5.00E-04,0.0192,0.0091,0.1387,8.00E-04,4.00E-04
Trisetaria aurea,Poaceae,999,14,0.75179,0.73571,1.62563,2.22768,0.60599,0.3,0.41129,0.0064,0.0086,0.8548,0.0405,1.5683,0.0064,0.0059
Trisetaria ovata,Poaceae,999,9,0.35882,0.34615,1.83474,1.89506,0.59088,0.30444,0.25385,0.0052,0.0052,0.0479,0.0459,1.0326,0.0011,0.0062
Trisetaria panicea,Poaceae,999,12,0.87469,0.87101,1.92852,2.2193,1.02579,0.18447,0.48405,6.00E-04,7.00E-04,0.0159,0.0079,0.5234,0.0024,0.0018
Trisetum alpestre,Poaceae,999,27,0.32697,0.29465,1.07158,1.39168,0.02396,0.24845,0.10878,0.0018,0.0015,0.2932,0.0707,0.332,0.0012,0.0014
Trisetum argenteum,Poaceae,999,15,0.36667,0.23034,0.50664,0.80069,0.00493,0.18539,0.09659,0.0053,0.003,1.4992,1.2006,0.0328,0.0024,0.0015
Trisetum distichophyllum,Poaceae,999,28,0.38746,0.37444,1.25229,1.37266,0.05665,0.1551,0.21064,0.0017,0.0017,0.1589,0.1571,0.3723,0.0019,0.0018
Trisetum flavescens,Poaceae,999,97,0.50653,0.49224,1.58015,2.09593,1.26254,0.16876,0.34689,1.00E-04,1.00E-04,0.0246,0.0025,0.0384,3.00E-04,3.00E-04
Trisetum fuscum,Poaceae,999,10,0.34699,0.24186,1.22362,1.5474,0.03935,0.17952,0.09302,0.0045,0.0031,0.2195,0.0529,0.5826,0.0026,0.0013
Trisetum sibiricum,Poaceae,136,9,0.535,0.38,0.61979,1.69897,0.49147,0.17,0.12,0.0127,0.0141,2.8402,0.1214,2.7583,0.0039,0.0022
Trisetum spicatum,Poaceae,999,18,0.2919,0.28238,1.60456,1.65785,0,0.19901,0.13398,0.0019,0.0019,0.0379,0.0362,0,0.0022,0.0019
Trochiscanthes nodiflora,Apiaceae,999,9,0.69342,0.10533,0.01949,1.31733,0,0.19933,0.09735,7.00E-04,0.0012,0.4229,0.019,0.3097,3.00E-04,0.001
Trollius europaeus,Ranunculaceae,999,65,0.49609,0.39174,0.75144,1.50624,0.43267,0.20184,0.15608,7.00E-04,7.00E-04,0.1563,0.0286,0.2044,4.00E-04,5.00E-04
Tsuga heterophylla,Pinaceae,999,8,0.80303,0.175,0.0954,1.2888,0,0.19714,0.23333,0.0044,0.0018,0.3927,0.0063,0,1.00E-04,0.0038
Tuberaria guttata,Cistaceae,999,63,0.46949,0.37917,1.00102,1.85493,0.43147,0.32723,0.23336,0.0011,0.0012,0.1256,0.0125,0.2122,7.00E-04,8.00E-04
Tuberaria lignosa,Cistaceae,999,16,0.57482,0.244,0.3932,1.57828,0.12979,0.29724,0.15172,0.0041,0.0036,0.9221,0.0404,0.9737,0.0032,0.0022
Tulipa biebersteiniana,Liliaceae,999,18,0.47756,0.42949,1.00262,1.54161,0.41735,0.40671,0.18645,0.002,0.0026,0.5207,0.0421,0.8366,0.0027,0.0012
Tulipa cretica,Liliaceae,999,7,0.724,0.292,0.49632,1.75284,0.08183,0.396,0.20833,0.0086,0.0025,0.8815,0.0336,1.6511,0.0034,3.00E-04
Tulipa gesneriana,Liliaceae,999,8,0.49661,0.49661,2.26659,2.26659,0.38317,0.46,0.26349,0.0017,0.0017,0.008,0.008,1.514,0.0021,0.0018
Tulipa sylvestris,Liliaceae,999,46,0.50598,0.40108,0.89629,1.78187,0.22268,0.34247,0.2116,0.0044,0.0048,0.6648,0.0909,1.0278,0.0034,0.0034
Turgenia latifolia,Apiaceae,999,10,0.83898,0.82034,1.51204,2.09968,0.49626,0.16071,0.72105,0.0033,0.0076,1.1018,0.0395,1.1986,0.003,0.0088
Turritis glabra,Brassicaceae,999,52,0.56049,0.36899,0.51985,1.55182,0.33745,0.25099,0.17723,0.002,0.0025,0.5035,0.0399,0.6055,0.0016,0.0017
Tussilago farfara,Compositae,999,112,0.63414,0.54614,0.83673,1.6192,0.40196,0.19592,0.32047,8.00E-04,9.00E-04,0.0945,0.012,0.1583,6.00E-04,0.0012
Typha angustifolia,Typhaceae,999,57,0.27648,0.26611,1.60545,1.79869,0.4547,0.10575,0.1245,0.0011,0.0011,0.0397,0.0101,0.2568,6.00E-04,8.00E-04
Typha austro-orientalis,Typhaceae,999,13,0.42857,0.42857,1.53519,1.53519,0.38489,0.11639,0.13175,0.0124,0.0124,0.1778,0.1778,2.6246,0.0051,0.0051
Typha domingensis,Typhaceae,999,23,0.26465,0.25267,1.5562,1.85218,0.55609,0.11785,0.1191,0.0031,0.003,0.1235,0.0528,0.622,0.0015,0.0021
Typha latifolia,Typhaceae,999,61,0.28724,0.27204,1.52158,1.7567,0.44709,0.11301,0.12424,9.00E-04,9.00E-04,0.0466,0.0106,0.1995,5.00E-04,5.00E-04
Typha laxmannii,Typhaceae,999,12,0.3137,0.30833,1.62698,1.90619,0.61662,0.11618,0.17067,0.0087,0.0083,0.826,0.0217,1.4204,0.003,0.0086
Typha minima,Typhaceae,999,9,0.31163,0.30222,1.68724,1.84601,0.5236,0.14884,0.15952,0.0117,0.0092,0.5062,0.1175,2.1637,0.0031,0.0064
Typha shuttleworthii,Typhaceae,999,6,0.25517,0.24138,1.93305,1.98576,0.66168,0.10968,0.09655,0.0061,0.0064,0.1203,0.1221,1.9423,0.0038,0.0025
Tyrimnus leucographus,Compositae,999,14,0.79565,0.74043,1.2773,2.05638,0.55954,0.26957,0.39333,0.0059,0.0088,0.1592,0.0174,1.3759,0.0025,0.0044
Ulex europaeus,Fabaceae,999,62,0.52672,0.28624,0.525,1.4092,0.16949,0.25818,0.16446,0.0011,0.0011,0.2304,0.0219,0.3074,8.00E-04,9.00E-04
Ulex gallii,Fabaceae,999,42,0.48217,0.31232,0.65359,1.44761,0.13313,0.30647,0.13918,0.002,0.0018,0.4282,0.0219,0.4236,0.0018,0.0012
Ulex genistoides,Fabaceae,999,5,0.53871,0.16667,0.38125,1.28996,0,0.3,0.11724,0.0067,0.0015,0.9796,0.0943,0,0.0022,5.00E-04
Ulex minor,Fabaceae,999,41,0.48793,0.3,0.6096,1.48855,0.17348,0.28602,0.13882,0.0016,0.0013,0.3161,0.0241,0.3893,0.001,0.0011
Ulex parviflorus,Fabaceae,999,30,0.68315,0.19039,0.22864,1.44305,0.02856,0.32598,0.13414,7.00E-04,0.001,0.2623,0.0127,0.2034,7.00E-04,5.00E-04
Ulmus glabra,Ulmaceae,999,55,0.6993,0.15976,0.05194,1.32913,0.00482,0.17592,0.10467,1.00E-04,3.00E-04,0.0529,0.0027,0.0359,1.00E-04,1.00E-04
Ulmus laevis,Ulmaceae,999,41,0.69803,0.26586,0.0886,1.45658,0.01232,0.19786,0.11247,4.00E-04,0.001,0.2257,0.0135,0.1605,3.00E-04,4.00E-04
Ulmus minor,Ulmaceae,999,89,0.68552,0.21508,0.0913,1.36974,0.02538,0.20442,0.11243,3.00E-04,5.00E-04,0.1197,0.0065,0.0949,2.00E-04,3.00E-04
Ulmus procera,Ulmaceae,999,17,0.682,0.208,0.10456,1.34438,0.00875,0.19897,0.10217,0.0011,0.0033,0.6806,0.0343,0.6634,7.00E-04,5.00E-04
Ulmus pumila,Ulmaceae,182,10,0.695,0.635,1.02251,1.68233,0.58503,0.17,0.30476,0.0192,0.0211,1.5034,0.0951,2.9965,0.0101,0.0237
Umbilicus horizontalis,Crassulaceae,999,23,0.6755,0.39448,0.32483,1.22165,0.17276,0.24658,0.21141,0.0041,0.0081,0.9459,0.1404,1.0703,0.0025,0.0046
Umbilicus luteus,Crassulaceae,999,10,0.68214,0.19333,0.06127,1.29038,0.03118,0.21923,0.15862,7.00E-04,0.0048,0.5232,0.0723,0.2755,0.0032,0.0021
Umbilicus parviflorus,Crassulaceae,873,5,0.64545,0.25714,0.16087,1.15816,0.06982,0.23333,0.14762,0.0069,0.0193,2.4592,0.2212,2.4132,0.0046,0.0098
Umbilicus rupestris,Crassulaceae,999,72,0.55447,0.33146,0.44387,1.11714,0.17257,0.22257,0.16213,0.0027,0.003,0.4306,0.0942,0.4908,0.0016,0.002
Urospermum dalechampii,Compositae,999,49,0.70432,0.44951,0.44787,1.5553,0.24081,0.27345,0.23363,0.0015,0.0022,0.2661,0.0324,0.3087,9.00E-04,0.0014
Urospermum picroides,Compositae,999,44,0.76995,0.57419,0.76878,1.75953,0.26866,0.28705,0.33161,0.0015,0.0024,0.2068,0.0305,0.3654,0.001,0.0017
Urtica dioica,Urticaceae,999,132,0.60658,0.39025,0.44214,1.39281,0.24736,0.18526,0.18179,2.00E-04,2.00E-04,0.0423,0.0045,0.0473,1.00E-04,2.00E-04
Urtica kioviensis,Urticaceae,179,7,0.43,0.22,0.39206,1.48812,0.19382,0.14545,0.11,0.0177,0.008,3.0781,0.1975,3.4684,0.0039,0.0071
Urtica membranacea,Urticaceae,999,23,0.82362,0.73658,0.9124,1.79063,0.58059,0.21145,0.42568,0.0028,0.0046,0.4785,0.0995,0.7446,0.0016,0.0039
Urtica pilulifera,Urticaceae,999,15,0.81068,0.70204,0.84387,1.87081,0.4105,0.235,0.36633,0.002,0.0056,0.4673,0.0239,1.1012,0.0026,0.0032
Urtica urens,Urticaceae,999,57,0.81066,0.77697,1.2438,1.96213,0.77044,0.17264,0.65748,0.0013,0.0018,0.1655,0.0161,0.3194,0.0011,0.0027
Utricularia intermedia,Lentibulariaceae,999,27,0.17985,0.1641,1.42604,1.54122,0.11363,0.06469,0.19052,0.0017,0.0014,0.0942,0.0348,0.7065,0.0016,0.0023
Utricularia minor,Lentibulariaceae,999,25,0.1714,0.16169,1.4613,1.53942,0.16055,0.06842,0.14576,0.0014,0.0012,0.0729,0.0302,0.6879,0.001,0.002
Utricularia ochroleuca,Lentibulariaceae,999,10,0.18529,0.15135,1.17683,1.33204,0.07405,0.1027,0.20286,0.0046,0.0031,0.1657,0.0951,2.0737,0.003,0.0076
Utricularia vulgaris aggr.,Lentibulariaceae,999,39,0.25975,0.25217,1.52461,1.61559,0.12073,0.04021,0.0636,0.0012,0.0011,0.0675,0.0188,0.4134,8.00E-04,0.0012
Vaccaria hispanica,Caryophyllaceae,999,6,0.82113,0.82113,2.04645,2.04645,0.73026,0.16438,0.76104,9.00E-04,9.00E-04,0.0053,0.0053,0.4698,0.0012,0.0022
Vaccinium arctostaphylos,Ericaceae,999,9,0.6871,0.10645,0.02312,1.09342,0,0.19032,0.09677,6.00E-04,3.00E-04,0.7543,0.1375,0,4.00E-04,1.00E-04
Vaccinium macrocarpon,Ericaceae,999,9,0.33556,0.293,1.13538,1.25235,0.00868,0.35109,0.2044,0.0054,0.0057,0.2781,0.1416,0.6716,0.0048,0.003
Vaccinium microcarpum,Ericaceae,999,19,0.34707,0.11118,0.46746,1.38775,0.04586,0.14251,0.17939,0.0028,3.00E-04,0.3634,0.0143,0.3063,6.00E-04,0.001
Vaccinium myrtillus,Ericaceae,999,117,0.61242,0.15898,0.15204,1.18151,0.02124,0.20806,0.12579,2.00E-04,1.00E-04,0.0364,0.008,0.0219,1.00E-04,1.00E-04
Vaccinium oxycoccos,Ericaceae,999,42,0.31241,0.11399,0.56157,1.33322,0.14198,0.13379,0.15463,0.001,2.00E-04,0.1173,0.0116,0.1593,2.00E-04,4.00E-04
Vaccinium uliginosum,Ericaceae,999,72,0.393,0.2001,0.53505,1.22627,0.02373,0.20038,0.10401,6.00E-04,3.00E-04,0.0967,0.0308,0.0779,3.00E-04,3.00E-04
Vaccinium vitis-idaea,Ericaceae,999,101,0.55775,0.16403,0.21847,1.11229,0.0149,0.21074,0.12602,3.00E-04,2.00E-04,0.0614,0.0234,0.0377,1.00E-04,1.00E-04
Vahlodea atropurpurea,Poaceae,54,6,0.315,0.205,1.04697,1.45905,0,0.19,0.14,0.0121,0.007,0.7705,0.0989,0,0.005,0.0057
Valantia aprica,Rubiaceae,999,9,0.47083,0.35769,0.80676,1.59448,0.05155,0.252,0.18889,0.0052,0.0036,0.6351,0.1322,0.5626,0.0089,0.0054
Valantia hispida,Rubiaceae,999,24,0.74551,0.48972,0.75565,1.56,0.14106,0.3284,0.26943,0.0023,0.0024,0.2014,0.0871,0.3153,0.0013,0.0013
Valantia muralis,Rubiaceae,999,46,0.71947,0.58532,0.84202,1.41292,0.24282,0.29307,0.30764,0.0025,0.0028,0.1828,0.0938,0.3925,0.0018,0.0018
Valeriana alliariifolia,Valerianaceae,999,11,0.6954,0.12069,0.02823,1.31348,0.00452,0.1977,0.1163,1.00E-04,4.00E-04,0.2794,0.011,0.0177,0,0.0011
Valeriana alpestris,Valerianaceae,999,9,0.28542,0.27292,1.38523,1.4974,0,0.23125,0.06458,0.0013,0.0013,0.0787,0.0729,0,0.0016,0.0018
Valeriana apula,Valerianaceae,999,8,0.25818,0.25818,1.0291,1.0291,0.04412,0.19804,0.07647,0.0043,0.0043,0.4554,0.4554,0.9124,0.0055,0.0035
Valeriana capitata,Valerianaceae,999,6,0.23333,0.23333,1.48653,1.48653,0,0.24286,0.10476,0,0,0,0,0,0,0
Valeriana celtica,Valerianaceae,999,12,0.27871,0.27662,1.4199,1.4199,0.00264,0.23522,0.07683,0.0014,0.0015,0.3689,0.3689,0.0105,0.0015,0.0013
Valeriana dioica,Valerianaceae,999,52,0.44822,0.37149,0.87832,1.66725,0.52546,0.17138,0.1152,7.00E-04,7.00E-04,0.0898,0.0107,0.1531,3.00E-04,3.00E-04
Valeriana elongata,Valerianaceae,999,11,0.23651,0.23023,0.88412,0.90947,0,0.11953,0.09449,0.0019,0.002,0.1908,0.1868,0,0.0022,0.002
Valeriana montana,Valerianaceae,999,59,0.55318,0.18822,0.191,0.94297,0.02328,0.1922,0.10737,0.001,7.00E-04,0.237,0.1258,0.1156,4.00E-04,4.00E-04
Valeriana officinalis aggr.,Valerianaceae,999,97,0.57889,0.3617,0.43076,1.42815,0.26011,0.17775,0.13789,5.00E-04,5.00E-04,0.1194,0.0153,0.136,2.00E-04,3.00E-04
Valeriana pratensis,Valerianaceae,999,19,0.62727,0.23271,0.18939,1.40814,0.12726,0.21441,0.10721,0.0032,0.0064,1.3827,0.0611,1.4521,0.0034,0.0025
Valeriana pyrenaica,Valerianaceae,999,15,0.59615,0.25039,0.28358,1.43045,0.02832,0.18031,0.10611,0.0019,0.003,0.7833,0.0448,0.4703,8.00E-04,6.00E-04
Valeriana rossica,Valerianaceae,999,9,0.4863,0.46812,1.45593,1.83353,0.75023,0.30909,0.12609,0.0031,0.0028,0.4623,0.0399,1.3457,0.0048,0.0038
Valeriana saliunca,Valerianaceae,999,8,0.30536,0.30536,1.53406,1.53406,0,0.22182,0.13103,0.0031,0.0031,0.3382,0.3382,0,0.0058,0.0038
Valeriana saxatilis,Valerianaceae,999,32,0.40242,0.19784,0.35762,0.79523,0.00706,0.19511,0.07299,0.0017,0.001,0.3836,0.2069,0.2245,8.00E-04,4.00E-04
Valeriana stolonifera,Valerianaceae,999,39,0.54185,0.32741,0.49303,1.55709,0.31312,0.23073,0.1245,0.0024,0.0031,0.7393,0.0391,0.8179,0.0013,0.0015
Valeriana supina,Valerianaceae,999,8,0.40667,0.40667,1.4538,1.4538,0.06015,0.10625,0.2037,0.003,0.003,0.0971,0.0971,0.5512,0.0064,0.0042
Valeriana tiliifolia,Valerianaceae,954,7,0.69048,0.15714,0.06671,1.33099,0.02076,0.18095,0.1,4.00E-04,0.0021,0.5354,0.0125,0.1755,7.00E-04,0
Valeriana tripteris,Valerianaceae,999,58,0.63406,0.13529,0.07398,1.04343,0.0097,0.18904,0.09385,6.00E-04,3.00E-04,0.1273,0.0659,0.05,2.00E-04,2.00E-04
Valeriana tuberosa,Valerianaceae,999,45,0.47474,0.4128,1.46462,1.88538,0.28902,0.40465,0.19238,0.0015,0.0018,0.2343,0.0303,0.5227,0.0014,0.0011
Valeriana wolgensis,Valerianaceae,999,13,0.65532,0.26327,0.19206,1.4168,0.11532,0.194,0.12041,0.0056,0.0118,1.6878,0.0544,1.7536,0.0021,0.0031
Valerianella carinata,Valerianaceae,999,35,0.61799,0.57059,1.17466,1.9559,0.446,0.29367,0.42305,0.0043,0.0049,0.4107,0.0303,0.9671,0.0028,0.0058
Valerianella coronata,Valerianaceae,999,34,0.69681,0.6657,1.41865,2.11345,0.49028,0.30159,0.4101,0.0032,0.0038,0.3825,0.0172,0.6213,0.0015,0.0034
Valerianella costata,Valerianaceae,999,12,0.62162,0.62162,2.05313,2.05313,0.77907,0.30625,0.33824,0.0099,0.0099,0.0783,0.0783,1.7257,0.0126,0.0138
Valerianella dentata,Valerianaceae,999,36,0.77387,0.75365,1.44028,1.98043,0.43713,0.18552,0.68016,0.0021,0.0022,0.0313,0.0097,0.5015,0.0014,0.0036
Valerianella discoidea,Valerianaceae,999,17,0.82833,0.69892,1.27489,2.05957,0.3428,0.30335,0.4,0.0025,0.004,0.1436,0.007,0.7324,0.0018,0.0023
Valerianella echinata,Valerianaceae,999,7,0.88571,0.8459,1.12812,2.16946,0.42423,0.16818,0.63125,0.0038,0.0044,0.1465,0.0072,0.8502,0.0019,0.0049
Valerianella eriocarpa,Valerianaceae,999,32,0.74565,0.67222,1.12023,1.97472,0.47975,0.26222,0.46066,0.0038,0.005,0.3452,0.0201,0.7871,0.0023,0.0045
Valerianella locusta,Valerianaceae,999,48,0.62702,0.59749,1.35516,1.96644,0.57704,0.23154,0.49642,0.0023,0.0026,0.2156,0.0234,0.4611,0.0018,0.0033
Valerianella microcarpa,Valerianaceae,999,23,0.69764,0.62993,1.16966,2.04977,0.48574,0.30507,0.37244,0.0059,0.007,0.5989,0.026,1.1005,0.0047,0.0049
Valerianella rimosa,Valerianaceae,999,16,0.7627,0.7627,2.05463,2.05463,0.71327,0.21304,0.69624,0.0037,0.0037,0.0122,0.0122,0.8965,0.0027,0.0057
Valerianella turgida,Valerianaceae,999,15,0.65072,0.58904,0.97056,1.76267,0.30477,0.32817,0.35224,0.0049,0.0069,0.6288,0.0343,1.0764,0.0043,0.0038
Vallisneria spiralis,Hydrocharitaceae,999,6,0.24268,0.24268,1.63735,1.63735,0.00976,0.00494,0.0119,0.0015,0.0015,0.0169,0.0169,0.058,1.00E-04,7.00E-04
Velezia rigida,Caryophyllaceae,999,18,0.7619,0.66988,0.90951,2.00685,0.20874,0.3619,0.32841,0.0065,0.0097,1.2333,0.052,1.228,0.0027,0.0041
Ventenata dubia,Poaceae,999,25,0.56687,0.41928,0.59395,1.70549,0.37768,0.29321,0.22048,0.0031,0.0045,0.7914,0.0382,0.9154,0.0039,0.0029
Veratrum album,Melanthiaceae,999,71,0.53758,0.22493,0.27191,1.06432,0.09826,0.19607,0.10778,7.00E-04,6.00E-04,0.1678,0.0663,0.1572,3.00E-04,3.00E-04
Veratrum lobelianum,Melanthiaceae,999,66,0.50817,0.24635,0.35782,1.12098,0.09312,0.19417,0.10419,0.0011,9.00E-04,0.2548,0.1333,0.2286,5.00E-04,5.00E-04
Veratrum nigrum,Melanthiaceae,999,34,0.66007,0.19162,0.11376,1.3653,0.07378,0.19896,0.10916,9.00E-04,0.0016,0.3755,0.016,0.3667,6.00E-04,6.00E-04
Verbascum arcturus,Scrophulariaceae,600,5,0.755,0.74,1.28316,1.55129,0.93181,0.43,0.205,0.0042,0.0095,0.9524,0.0486,1.8953,0.0039,0.0084
Verbascum banaticum,Scrophulariaceae,999,22,0.51209,0.48191,1.24614,1.80257,0.46473,0.32979,0.22581,0.0062,0.0064,0.135,0.0235,1.0691,0.0042,0.0063
Verbascum blattaria,Scrophulariaceae,999,47,0.66558,0.61553,1.08462,1.77907,0.52022,0.2318,0.34375,0.003,0.005,0.6654,0.0469,0.8267,0.0026,0.005
Verbascum boerhavii,Scrophulariaceae,999,16,0.71053,0.54103,0.74096,1.62568,0.32922,0.3,0.25556,0.0057,0.0121,1.355,0.0703,1.8843,0.0044,0.0064
Verbascum chaixii,Scrophulariaceae,999,46,0.56251,0.31472,0.39553,1.50727,0.24859,0.24976,0.13587,0.0013,0.0016,0.3642,0.0258,0.3684,8.00E-04,8.00E-04
Verbascum densiflorum,Scrophulariaceae,999,50,0.61561,0.53438,0.89044,1.6017,0.46299,0.22727,0.26101,0.0027,0.0032,0.3675,0.0451,0.5505,0.0018,0.0025
Verbascum epixanthinum,Scrophulariaceae,999,10,0.4122,0.33659,1.08826,2.0376,0.03226,0.33902,0.15366,2.00E-04,6.00E-04,0.1292,0.007,0.1207,0.001,9.00E-04
Verbascum glabratum,Scrophulariaceae,999,6,0.67021,0.12128,0.03843,1.3354,0.03707,0.20638,0.11364,0.0026,0.0056,1.3522,0.0578,1.3485,0.0016,0.0031
Verbascum lanatum,Scrophulariaceae,999,23,0.61148,0.21475,0.17849,1.23601,0.07208,0.2112,0.11157,0.0033,0.0051,1.0767,0.0621,1.1182,0.002,0.0028
Verbascum longifolium,Scrophulariaceae,999,34,0.40584,0.36892,1.25485,1.6388,0.22217,0.32881,0.16689,0.0021,0.0019,0.3324,0.0473,0.5654,0.0025,0.0019
Verbascum lychnitis,Scrophulariaceae,999,62,0.52413,0.45044,0.93713,1.72836,0.44918,0.28436,0.19405,0.0012,0.0012,0.1902,0.0197,0.3365,8.00E-04,8.00E-04
Verbascum macrurum,Scrophulariaceae,999,9,0.77692,0.75,1.15723,2.07702,0.59244,0.24167,0.37826,0.0089,0.0088,0.2666,0.0196,2.1445,0.0104,0.0099
Verbascum marschallianum,Scrophulariaceae,999,11,0.48526,0.48053,1.9495,1.98117,0.78948,0.39067,0.16223,0.002,0.002,0.02,0.0195,0.6867,0.0028,0.0011
Verbascum nigrum,Scrophulariaceae,999,62,0.59143,0.38723,0.4818,1.54429,0.35199,0.21804,0.19417,0.0016,0.0023,0.3597,0.0225,0.4335,0.0012,0.0016
Verbascum niveum,Scrophulariaceae,809,8,0.48182,0.33182,0.68608,1.86273,0.10249,0.21905,0.35238,0.0117,0.0125,1.8206,0.0623,2.3118,0.0059,0.024
Verbascum orientale,Scrophulariaceae,999,6,0.51923,0.51852,1.87429,1.87429,0.76391,0.30385,0.15357,0.0085,0.0102,0.1339,0.1339,1.5088,0.0098,0.004
Verbascum ovalifolium,Scrophulariaceae,999,12,0.52333,0.50667,1.82487,2.00648,0.62104,0.34444,0.20714,0.0046,0.0048,0.0383,0.0269,0.7482,0.0063,0.0019
Verbascum phlomoides,Scrophulariaceae,999,43,0.60839,0.54188,0.95757,1.76679,0.58726,0.25494,0.26229,0.0029,0.0033,0.3189,0.0456,0.5709,0.0023,0.0025
Verbascum phoeniceum,Scrophulariaceae,999,40,0.5328,0.43634,0.80478,1.7533,0.54287,0.34395,0.18114,0.001,0.0016,0.2941,0.0182,0.3653,0.0013,0.0011
Verbascum pinnatifidum,Scrophulariaceae,999,10,0.43,0.42885,1.84302,1.84538,0.0447,0.15714,0.57692,0.0079,0.0079,0.0524,0.0502,1.2977,0.0035,0.0111
Verbascum pulverulentum,Scrophulariaceae,999,28,0.64439,0.634,1.6656,1.8752,0.58665,0.26318,0.36373,0.0041,0.0046,0.3959,0.0267,0.7534,0.003,0.0036
Verbascum sinuatum,Scrophulariaceae,999,47,0.77596,0.74219,1.259,1.75298,0.61486,0.22452,0.36602,0.0022,0.0026,0.1425,0.0266,0.435,0.0014,0.0021
Verbascum speciosum,Scrophulariaceae,999,29,0.56307,0.44451,0.71066,1.60036,0.37173,0.26919,0.22717,0.0022,0.0035,0.636,0.0238,0.6406,0.0019,0.0012
Verbascum spinosum,Scrophulariaceae,999,14,0.6787,0.51171,1.04707,1.94191,0.20438,0.35455,0.28559,0.005,0.0074,0.5364,0.0177,1.1886,0.0044,0.0044
Verbascum thapsiforme,Scrophulariaceae,296,13,0.59048,0.435,0.63395,1.56558,0.26933,0.24091,0.2,0.0148,0.02,3.3955,0.166,4.4379,0.0092,0.0173
Verbascum thapsus,Scrophulariaceae,999,73,0.63695,0.55338,0.87275,1.61854,0.43981,0.20496,0.26206,0.0024,0.0031,0.3488,0.0354,0.5125,0.0015,0.0025
Verbena officinalis,Verbenaceae,999,85,0.67207,0.63415,1.16738,1.78016,0.73786,0.26094,0.36381,0.0011,0.0013,0.1309,0.0146,0.1897,0.0012,0.0016
Veronica acinifolia,Plantaginaceae,999,25,0.50595,0.4618,1.02373,1.61321,0.22989,0.27033,0.2989,0.0044,0.0052,0.856,0.0389,1.1061,0.0056,0.0035
Veronica agrestis,Plantaginaceae,999,40,0.8133,0.79708,1.4798,2.02383,0.44853,0.15173,0.76084,0.0019,0.0022,0.1709,0.0062,0.5515,0.0014,0.0029
Veronica allionii,Plantaginaceae,999,13,0.33698,0.31363,1.32688,1.99089,0.05587,0.30316,0.11205,0.0012,8.00E-04,0.2753,0.0173,0.2236,7.00E-04,5.00E-04
Veronica alpina,Plantaginaceae,999,38,0.24723,0.23782,1.54246,1.64484,0.01537,0.18037,0.1393,9.00E-04,8.00E-04,0.0587,0.0196,0.1337,0.001,6.00E-04
Veronica anagallis-aquatica,Plantaginaceae,999,57,0.45052,0.43159,1.35441,1.73213,0.18011,0.16599,0.17588,0.0019,0.0019,0.0831,0.0153,0.3097,0.0014,0.0013
Veronica anagalloides,Plantaginaceae,999,24,0.57829,0.57132,1.69618,1.92002,0.19921,0.23481,0.26842,0.008,0.008,0.1119,0.0593,1.3749,0.0063,0.0065
Veronica aphylla,Plantaginaceae,999,23,0.26906,0.2561,1.25444,1.38893,0.0175,0.22796,0.13496,0.0012,0.0013,0.3078,0.3112,0.2143,0.0017,0.0012
Veronica arvensis,Plantaginaceae,999,102,0.64871,0.63945,1.70759,2.05577,0.56937,0.21649,0.54803,7.00E-04,7.00E-04,0.0265,0.0051,0.1225,6.00E-04,8.00E-04
Veronica austriaca,Plantaginaceae,999,73,0.51216,0.41789,0.82271,1.73406,0.52096,0.28308,0.14403,7.00E-04,8.00E-04,0.1777,0.0179,0.24,5.00E-04,6.00E-04
Veronica bachofenii,Plantaginaceae,552,9,0.39048,0.24762,0.49692,1.00331,0.11405,0.20476,0.115,0.0167,0.0097,2.8349,0.9893,2.0834,0.0116,0.0067
Veronica barrelieri,Plantaginaceae,999,21,0.49886,0.45084,1.1499,1.80904,0.66289,0.34367,0.13992,0.0023,0.0031,0.551,0.0595,0.7391,0.003,0.0026
Veronica baumgartenii,Plantaginaceae,947,6,0.275,0.275,1.51354,1.51354,0,0.19091,0.10417,0.0062,0.0062,0.1923,0.1923,0,0.0069,0.006
Veronica beccabunga,Plantaginaceae,999,66,0.4495,0.39075,0.93474,1.58637,0.21776,0.17605,0.13558,0.0011,0.001,0.1175,0.015,0.2283,9.00E-04,7.00E-04
Veronica bellidioides,Plantaginaceae,999,22,0.29679,0.28486,1.50997,1.63093,0.00976,0.2625,0.08315,7.00E-04,7.00E-04,0.0317,0.0244,0.1755,0.0013,8.00E-04
Veronica catenata,Plantaginaceae,999,37,0.41272,0.40889,1.70378,1.81399,0.20229,0.20769,0.15434,0.0023,0.0023,0.0772,0.013,0.4591,0.0026,0.0012
Veronica chamaedrys aggr.,Plantaginaceae,999,115,0.56883,0.37493,0.49917,1.61084,0.41638,0.18856,0.24929,2.00E-04,3.00E-04,0.0542,0.0047,0.0603,2.00E-04,2.00E-04
