"Analysis.Names","heightmean","heightmax","floweringmin","floweringmax","floweringmean","floweringwidth","alien","bryophyte","chamaephyte","geophyte","hemicryptophyte","hydrophyte","therophyte","phanerophyte","repetido","EIVE1.M","EIVE1.N","EIVE1.R","EIVE1.L","EIVE1.T","Disturbance.Severity","Disturbance.Severity.herblayer","Disturbance.Frequency","Disturbance.Frequency.herblayer","Mowing.Frequency","Grazing.Pressure","Soil.Disturbance"
"Rumex aquitanicus",100,100,6,7,6.5,2,0,0,0,0,1,0,0,0,0,2.8,6.7,5.8,7.8,3.9,NA,NA,NA,NA,NA,NA,NA
"Rumex arifolius",120,120,7,8,7.5,2,0,0,0,0,1,0,0,0,0,5.3,6.7,6.8,6.3,2.2,0.48689,0.24427,0.39931,1.17787,0.07866,0.19208,0.11768
"Rumex bucephalophorus",3,20,3,4,3.5,2,0,0,0,0,0,0,1,0,0,2.6,3.7,5.5,8,7.3,0.61355,0.56133,1.14965,1.77278,0.41142,0.27638,0.35764
"Rumex conglomeratus",130,130,5,8,6.5,4,0,0,0,0,1,0,0,0,0,6,7.9,6.6,7.6,5.1,0.53292,0.45714,0.8795,1.65149,0.43318,0.32727,0.15897
"Rumex crispus",200,200,4,6,5,3,0,0,0,0,1,0,0,0,0,5.3,6.5,5.8,7.2,4.3,0.58355,0.57243,1.60436,1.92909,0.71129,0.29823,0.3555
"Rumex induratus",80,80,2,6,4,5,0,0,0,0,1,0,0,0,0,2.1,1.2,5.2,8.8,4.6,NA,NA,NA,NA,NA,NA,NA
"Rumex longifolius",120,120,5,8,6.5,4,0,0,0,0,1,0,0,0,0,4.5,7.6,6,7.3,3.9,0.56087,0.54886,1.61848,1.81932,0.69066,0.18989,0.32258
"Rumex obtusifolius",150,150,5,9,7,5,0,0,0,0,1,0,0,0,0,4.8,8.8,6.1,6.8,4,0.5933,0.54722,1.04949,1.60983,0.64032,0.25162,0.31795
"Rumex papillaris",100,100,6,8,7,3,0,0,0,0,1,0,0,0,0,2.4,2.8,9.1,5.4,4.6,NA,NA,NA,NA,NA,NA,NA
"Rumex pulcher",60,60,4,7,5.5,4,0,0,0,0,1,0,0,0,0,3.5,7.3,6.5,7.8,6,0.78425,0.75301,1.26652,1.89048,0.65579,0.22193,0.45992
"Rumex sanguineus",100,100,7,8,7.5,2,0,0,0,0,1,0,0,0,0,6,7.3,7,4,4.5,0.66717,0.30943,0.17299,1.44652,0.06459,0.19516,0.12631
"Rumex scutatus",40,40,5,9,7,5,0,0,0,0,1,0,0,0,0,3.9,3.6,6.5,7.6,3.1,0.50213,0.44644,0.97553,1.32506,0.09391,0.17,0.27459
"Ruta montana",70,70,4,10,7,7,0,0,1,0,0,0,0,0,0,2.4,3.4,7.7,9.2,6.6,0.64118,0.38286,0.55482,1.54426,0.13726,0.38649,0.23056
"Sagina apetala",2,10,1,8,4.5,8,0,0,0,0,0,0,1,0,0,4.4,4.9,4.5,8.1,5.5,0.66143,0.64594,1.72319,2.12306,0.48453,0.30933,0.41455
"Sagina maritima",3,15,1,8,4.5,8,0,0,0,0,0,0,1,0,0,5.6,4.2,7.6,8.5,5.1,0.49697,0.4934,1.44904,1.46454,0.10755,0.36448,0.22774
"Sagina procumbens",20,20,3,10,6.5,8,0,0,0,0,1,0,0,0,0,4.9,5.7,6.2,6.7,3.8,0.59517,0.59064,1.89772,2.12267,0.65091,0.41213,0.37185
"Salix atrocinerea",1200,1200,1,3,2,3,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix caprea",1100,1100,1,5,3,5,0,0,0,0,0,0,0,1,0,5,5.8,6.1,6.5,3.9,0.65644,0.27232,0.25294,1.36818,0.08658,0.20362,0.14794
"Salix eleagnos",600,600,2,4,3,3,0,0,0,0,0,0,0,1,0,5.4,3.9,8,7.6,4,0.59371,0.3831,0.5609,1.50207,0.06189,0.23287,0.16716
"Salix purpurea",600,600,1,3,2,3,0,0,0,0,0,0,0,1,0,6,5.2,7.9,7.8,4.1,0.56902,0.411,0.71028,1.54803,0.10702,0.23378,0.17164
"Salix repens",100,100,4,6,5,3,0,0,0,0,0,0,0,1,0,6.1,3.3,5.4,7.9,4,0.3772,0.3023,1.11145,1.50894,0.16994,0.27933,0.21268
"Salix salviifolia",600,600,1,3,2,3,0,0,0,0,0,0,0,1,0,6.9,5.6,4.7,6.7,5,0.5815,0.38473,0.62309,1.65806,0.00598,0.23788,0.14627
"Salix triandra",400,600,3,5,4,3,0,0,0,0,0,0,0,1,0,6.7,5.5,7.5,7.5,3.9,0.57756,0.42667,0.79787,1.6235,0.07552,0.23365,0.17733
"Salix viminalis",1000,1000,3,4,3.5,2,1,0,0,0,0,0,1,0,0,6.5,5.7,7.6,7.5,4.2,0.58631,0.42533,0.77816,1.59197,0.07903,0.23057,0.17096
"Salix x eriophora",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix x fragilis f. fragilis",800,2000,3,5,4,3,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salix x multidentata",NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Salvia verbenaca",5,60,1,12,6.5,12,0,0,0,0,1,0,0,0,0,2.6,4,6.9,8,6,0.76076,0.70827,1.16043,1.823,0.56588,0.2975,0.35507
"Sambucus ebulus",90,150,6,8,7,3,0,0,0,0,1,0,0,0,0,4.5,7.3,7.4,7.1,4.9,0.69665,0.59054,0.77697,1.47469,0.53523,0.19254,0.2754
"Sambucus nigra",100,300,5,7,6,3,0,0,0,0,0,0,0,1,0,4.8,8.6,6.3,5.9,4.4,0.68815,0.2274,0.13784,1.34641,0.02572,0.18992,0.12522
"Samolus valerandi",5,50,6,10,8,5,0,0,0,0,1,0,0,0,0,6.4,5.4,7.2,7.5,4.9,0.42485,0.39775,1.22175,1.62564,0.2031,0.29519,0.17555
"Sanguisorba minor",20,70,4,9,6.5,6,0,0,0,0,1,0,0,0,0,2.9,2.9,7.9,7.3,4.7,NA,NA,NA,NA,NA,NA,NA
"Sanguisorba officinalis",15,150,5,10,7.5,6,0,0,0,0,1,0,0,0,0,5.5,4.3,6.3,7.1,3.9,0.49929,0.48622,1.54878,1.9104,1.1484,0.18156,0.22273
"Sanguisorba verrucosa",10,80,3,8,5.5,6,0,0,0,0,1,0,0,0,0,2.7,2.7,6.6,7.5,6.3,0.68064,0.45757,0.55519,1.66407,0.27571,0.33166,0.25456
"Santolina semidentata",30,70,6,8,7,3,0,0,1,0,0,0,0,0,0,2.8,2.3,7.4,8.8,5,NA,NA,NA,NA,NA,NA,NA
"Saponaria officinalis",30,100,6,9,7.5,4,0,0,0,0,1,0,0,0,0,4.2,5.7,6.9,6.9,4.8,0.66247,0.57093,0.84359,1.56086,0.42437,0.17343,0.26155
"Saxifraga clusii",40,40,6,8,7,3,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,0.35909,0.23636,0.55603,1.0655,0.01839,0.08636,0.13182
"Saxifraga fragosoi",30,30,5,7,6,3,0,0,1,0,0,0,0,0,0,3,2.2,6.3,6.7,3.7,0.3023,0.28621,0.88004,0.94279,0.14045,0.19667,0.13214
"Saxifraga granulata",60,60,2,7,4.5,6,0,0,0,1,0,0,0,0,0,3.7,3.5,5.1,7.5,4.4,0.51033,0.45761,1.04834,1.90878,0.68758,0.18396,0.33047
"Saxifraga hirsuta",40,40,4,8,6,5,0,0,0,0,1,0,0,0,0,5.5,3.2,5.1,5.4,3.6,0.6566,0.16027,0.08623,1.34553,0.0107,0.18668,0.10584
"Saxifraga trifurcata",30,30,5,7,6,3,0,0,1,0,0,0,0,0,0,2.1,1.2,7.9,8.8,3.9,0.44167,0.30833,0.5867,1.3256,0.13882,0.25926,0.132
"Scabiosa columbaria",120,120,7,9,8,3,0,0,0,0,1,0,0,0,0,2.8,2.9,7.6,8,4.2,NA,NA,NA,NA,NA,NA,NA
"Scandix pecten-veneris",10,40,2,6,4,5,0,0,0,0,0,0,1,0,0,3,4.5,7.9,7.5,5.5,NA,NA,NA,NA,NA,NA,NA
"Schedonorus arundinaceus",40,150,5,8,6.5,4,0,0,0,0,1,0,0,0,0,5.5,5.5,7.3,7.9,4.5,0.51429,0.48686,1.326,1.8797,0.80501,0.31306,0.25528
"Schedonorus giganteus",50,150,7,9,8,3,0,0,0,0,1,0,0,0,0,5.7,6.4,6,3.7,4.3,0.67228,0.28945,0.16904,1.37793,0.05869,0.18616,0.11532
"Schedonorus pratensis",30,120,5,8,6.5,4,0,0,0,0,1,0,0,0,0,4.8,6.1,5.9,7.7,3.8,0.5177,0.51006,1.76795,2.1082,1.30418,0.27207,0.32663
"Schoenoplectus lacustris",50,200,4,10,7,7,0,0,0,0,0,1,0,0,0,8.5,5.9,6.7,7.9,4.4,0.25249,0.24845,1.70861,1.80676,0.3656,0.09024,0.0913
"Scilla verna",5,34,3,6,4.5,4,0,0,0,1,0,0,0,0,0,4.5,2.3,3.4,7.5,4.3,0.46076,0.41789,1.17735,1.83196,0.41207,0.34811,0.24071
"Scirpoides holoschoenus",10,120,4,9,6.5,6,0,0,0,1,1,0,0,0,0,6,4.9,7.2,8,5.5,0.45698,0.38692,0.97333,1.74192,0.36484,0.25676,0.17698
"Scleranthus annuus",2,25,3,9,6,7,0,0,0,0,0,0,1,0,0,3.5,4.1,2.9,6.8,4.4,0.80616,0.80012,1.80917,2.12046,0.32747,0.15825,0.76681
"Scleranthus polycarpos",2,27,5,8,6.5,4,0,0,0,0,0,0,1,0,0,2.5,1.9,3.5,8.8,4.4,0.45452,0.45221,2.05803,2.17627,0.49058,0.36711,0.39947
"Scleranthus verticillatus",3,8,3,7,5,5,0,0,0,0,0,0,1,0,0,2.5,2.7,6.1,8.7,5.7,0.62031,0.62031,2.11115,2.11115,0.25652,0.51562,0.38906
"Sclerochloa dura",3,12,5,7,6,3,0,0,0,0,0,0,1,0,0,3,6.2,7.2,9,5.7,0.8428,0.84202,2.57403,2.57085,1.2796,0.12656,0.54427
"Scolymus hispanicus",20,250,6,8,7,3,0,0,0,0,1,0,0,0,0,1.9,7.4,7,8.8,6.7,0.68441,0.63605,1.1403,1.71132,0.38952,0.22,0.38025
"Scorzonera angustifolia",10,60,3,7,5,5,0,0,0,0,1,0,0,0,0,2.4,1.8,7.1,8.1,5.2,0.63269,0.35385,0.50092,1.58787,0.22865,0.34615,0.19811
"Scorzoneroides autumnalis",70,70,7,8,7.5,2,0,0,0,0,1,0,0,0,0,4.6,5.2,5.3,7.4,3.7,0.50511,0.4963,1.77608,2.17357,0.92823,0.44873,0.3411
"Scrophularia alpestris",110,110,5,7,6,3,0,0,0,0,1,0,0,0,0,5.8,5.8,5.8,4.8,2.9,0.66194,0.14326,0.0648,1.3108,0.02091,0.19088,0.10564
"Scrophularia auriculata",250,250,4,7,5.5,4,0,0,0,0,1,0,0,0,0,7.1,7.2,6.4,7.6,5.7,0.50752,0.37961,0.64348,1.4743,0.2864,0.18745,0.12608
"Scrophularia canina aggr.",85,85,3,6,4.5,4,0,0,1,0,1,0,0,0,0,3.2,3.5,8.4,8,6,0.5721,0.52573,1.05911,1.45721,0.22395,0.20221,0.31309
"Scrophularia herminii",170,170,6,8,7,3,0,0,0,0,0,0,0,0,0,7.5,6,4.2,6.7,4.6,NA,NA,NA,NA,NA,NA,NA
"Scrophularia nodosa",140,140,5,7,6,3,0,0,0,0,1,0,0,0,0,5.2,7.2,6.1,3.8,4,0.67651,0.23653,0.12754,1.34711,0.06518,0.18881,0.12802
"Scrophularia scorodonia",30,175,4,6,5,3,0,0,0,0,1,0,0,0,0,3.3,6,6.1,7.3,5.5,0.63596,0.34701,0.34953,1.58218,0.05462,0.20513,0.12212
"Scutellaria galericulata",5,50,6,9,7.5,4,0,0,0,0,1,0,0,0,0,7.1,6.1,6.5,6.5,4.2,0.45608,0.31397,0.65536,1.48603,0.28344,0.15447,0.12356
"Secale cereale",50,173,5,6,5.5,2,1,0,0,0,0,0,1,0,0,4.2,5.8,5.9,8.9,5,NA,NA,NA,NA,NA,NA,NA
"Sedum acre",2,10,4,9,6.5,6,0,0,1,0,0,0,0,0,0,1.9,1.8,6.4,8.2,4.2,0.4561,0.42853,1.29025,1.77233,0.32666,0.30641,0.32553
"Sedum album",30,30,4,8,6,5,0,0,1,0,0,0,0,0,0,2,1.9,6.3,8.8,4.7,0.4586,0.38628,0.91458,1.54485,0.13464,0.30586,0.2467
"Sedum anglicum",12,12,6,8,7,3,0,0,1,0,0,0,0,0,0,2.6,2.2,3.3,8.7,4.5,0.43941,0.41551,1.35943,1.73739,0.31837,0.31799,0.28994
"Sedum arenarium",5,10,4,7,5.5,4,0,0,0,0,0,0,1,0,0,2.1,1.2,3.2,8.8,5.3,0.36032,0.33016,1.61781,2.04217,0.52668,0.30625,0.22857
"Sedum brevifolium",2,14,5,8,6.5,4,0,0,1,0,0,0,0,0,0,2.4,1.1,3.2,8.2,2.6,0.32161,0.29463,1.2098,1.39701,0.05824,0.2482,0.11421
"Sedum cepaea",15,28,5,8,6.5,4,0,0,0,0,0,0,1,0,0,3.5,5.2,5.1,4.6,6.2,0.6978,0.16083,0.04891,1.30822,0.03337,0.20351,0.13028
"Sedum dasyphyllum",15,15,6,8,7,3,0,0,1,0,0,0,0,0,0,2.3,2.7,5.5,7.4,4.6,0.38917,0.3248,0.73672,0.97119,0.14424,0.23302,0.13981
"Sedum forsterianum",35,35,4,8,6,5,0,0,1,0,0,0,0,0,0,2.6,1.8,4.7,7.7,5.3,0.55397,0.27302,0.35341,1.38724,0.17245,0.27474,0.1544
"Sedum hirsutum",15,15,6,8,7,3,0,0,1,0,0,0,0,0,0,1.9,0.9,3.5,7.7,3.9,0.33636,0.25053,0.65132,0.97294,0.05696,0.17812,0.11569
"Sempervivum vicentei",8,26,7,8,7.5,2,0,0,1,0,0,0,0,0,0,2.3,2.3,6.9,8.8,1.8,0.31923,0.3,1.13295,1.38595,0.05552,0.27619,0.11154
"Senecio duriaei",10,90,7,9,8,3,0,0,0,0,1,0,0,0,0,3.4,5.6,7.4,7.8,2.8,NA,NA,NA,NA,NA,NA,NA
"Senecio gallicus",5,55,2,11,6.5,10,0,0,0,0,0,0,1,0,0,3,5.9,4.9,7.9,6.3,0.59615,0.53727,1.1094,1.85329,0.34923,0.27963,0.37476
"Senecio lividus",10,100,2,6,4,5,0,0,0,0,0,0,1,0,0,2.2,4.5,2.7,7.5,5.7,0.63182,0.28933,0.32166,1.53863,0.17656,0.25411,0.19155
"Senecio pyrenaicus",17,75,6,9,7.5,4,0,0,0,0,1,0,0,0,0,2.9,1.4,3.7,8.6,2.1,0.37222,0.34717,1.27771,1.4038,0.02623,0.18246,0.12222
"Senecio sylvaticus",15,100,4,9,6.5,6,0,0,0,0,0,0,1,0,0,4.3,7.2,4.4,7.4,4.2,0.58122,0.36231,0.51206,1.40503,0.1578,0.21898,0.27745
"Senecio vulgaris",5,70,1,12,6.5,12,0,0,0,0,0,0,1,0,0,4.2,7.9,6,7.2,4.4,0.72905,0.70188,1.35981,1.84158,0.57912,0.20081,0.60725
"Serapias lingua",8,55,4,6,5,3,0,0,0,1,0,0,0,0,0,3.5,2.6,5.3,8,6.5,0.51683,0.42664,0.89587,1.75624,0.45024,0.28344,0.23885
"Serapias parviflora",15,28,3,5,4,3,0,0,0,1,0,0,0,0,0,3.5,2.9,6.5,8.8,6.6,0.59773,0.49574,1.52712,1.82328,0.20685,0.30408,0.24545
"Serratula tinctoria",120,120,7,11,9,5,0,0,0,0,1,0,0,0,0,5,3.8,6.8,6.3,4.4,0.55054,0.30742,0.39424,1.55778,0.31062,0.23523,0.12818
"Sesamoides interrupta",5,12,6,8,7,3,0,0,0,0,1,0,0,0,0,4.2,0.8,1.8,9.4,4.7,0.32,0.29,1.33255,2.09691,0.09151,0.34,0.115
"Seseli tortuosum",50,70,7,10,8.5,4,0,0,0,0,1,0,0,0,0,3.2,3.3,7.5,8.5,6,0.52157,0.48967,1.56372,1.84495,0.41759,0.3201,0.27683
"Setaria faberi",45,90,9,11,10,3,0,0,0,0,0,0,1,0,0,3.7,7.4,6.3,7.9,5.4,0.78421,0.76842,1.33353,1.58283,1.04071,0.12368,0.63846
"Setaria parviflora",20,60,7,15,11,9,1,0,0,0,1,0,0,0,0,4.5,5.7,6.5,7.3,6.1,NA,NA,NA,NA,NA,NA,NA
"Setaria pumila",20,60,7,12,9.5,6,0,0,0,0,0,0,1,0,0,3.8,6.2,5.4,7.4,5.6,0.81962,0.816,1.82247,1.95483,0.56537,0.14784,0.7161
"Setaria verticilliformis",30,100,7,12,9.5,6,0,0,0,0,0,0,1,0,0,3.9,7.2,6.2,7.6,5.9,NA,NA,NA,NA,NA,NA,NA
"Setaria viridis",20,75,7,11,9,5,0,0,0,0,0,0,1,0,0,3.8,6.9,6,7.4,5,0.8122,0.8049,1.71292,1.98764,0.57792,0.14938,0.68909
"Sherardia arvensis",30,30,2,6,4,5,0,0,0,0,0,0,1,0,0,3.7,5.3,7.2,6.9,5,0.72892,0.658,1.07912,1.91928,0.406,0.27624,0.47339
"Sibthorpia europaea",30,30,5,8,6.5,4,0,0,0,0,1,0,0,0,0,6.7,3.3,4.9,5.8,5.3,0.52609,0.36528,0.62202,1.62005,0.13235,0.18806,0.14857
"Silaum silaus",40,110,7,9,8,3,0,0,0,0,1,0,0,0,0,5.5,3.2,7.2,7.2,4.6,0.49326,0.48807,1.89324,2.00923,1.31071,0.21829,0.23575
"Silene baccifera",150,150,4,10,7,7,0,0,0,0,1,0,0,0,0,6.3,7.5,7.7,5.4,4.7,0.63423,0.33742,0.34932,1.36424,0.09835,0.19136,0.12073
"Silene colorata",15,60,1,6,3.5,6,0,0,0,0,0,0,1,0,0,2.2,5.7,8,9,7.7,0.52704,0.44214,1.05728,1.67864,0.07987,0.20241,0.43958
"Silene conica",12,25,4,7,5.5,4,0,0,0,0,0,0,1,0,0,2.3,2.6,5.6,8.8,5.4,0.55253,0.52272,1.29377,1.98652,0.30897,0.29114,0.40144
"Silene conoidea",15,50,NA,NA,NA,NA,0,0,0,0,0,0,1,0,0,2.3,6,6.3,9,5.4,NA,NA,NA,NA,NA,NA,NA
"Silene coronaria",30,100,5,9,7,5,1,0,0,0,1,0,0,0,0,3.3,4.1,6,6.5,5.4,0.68115,0.13763,0.0433,1.32332,0.02703,0.20772,0.11065
"Silene dioica",30,80,4,8,6,5,0,0,0,0,1,0,0,0,0,5.2,8,6.6,5.1,3.8,0.62243,0.29646,0.26317,1.34606,0.11632,0.1748,0.13996
"Silene flos-cuculi",20,70,4,8,6,5,0,0,0,0,1,0,0,0,0,5.9,4.9,5.6,7.1,3.9,0.51608,0.49099,1.31159,1.92324,0.90524,0.20964,0.21748
"Silene gallica",8,60,2,6,4,5,0,0,0,0,0,0,1,0,0,3.6,5.5,5.5,7.7,5.6,0.63622,0.59429,1.24503,1.74861,0.48068,0.27046,0.36726
"Silene laeta",4,60,5,7,6,3,0,0,0,0,0,0,1,0,0,5.2,1.8,2.5,8.4,6,0.48515,0.48515,1.95134,1.95134,0.17668,0.21667,0.23654
"Silene latifolia",30,120,4,7,5.5,4,0,0,0,0,1,0,0,0,0,3.6,6.9,6.2,7.5,4.5,0.70633,0.61633,0.84477,1.62276,0.49804,0.1651,0.39904
"Silene littorea",20,20,3,5,4,3,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Silene muscipula",10,50,5,8,6.5,4,0,0,0,0,0,0,1,0,0,2.7,5.2,6.3,8,6.5,NA,NA,NA,NA,NA,NA,NA
"Silene nutans",15,80,5,8,6.5,4,0,0,0,0,1,0,0,0,0,3.2,3.1,6.3,6.8,4.1,0.55375,0.29837,0.38258,1.45473,0.23523,0.23584,0.15214
"Silene portensis",20,60,5,8,6.5,4,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,0.39062,0.29677,0.845,1.96643,0.48833,0.28235,0.23333
"Silene scabriflora",20,40,3,7,5,5,0,0,0,0,1,0,1,0,0,1.7,0.7,3.3,7.5,5.4,0.34667,0.29623,1.09905,2.11919,0.79362,0.29811,0.20167
"Silene vulgaris",35,80,4,6,5,3,0,0,0,0,1,0,0,0,0,3.8,3.7,6.8,7.3,4.4,0.55966,0.42918,0.67312,1.53087,0.35485,0.20431,0.23887
"Silybum marianum",250,250,4,8,6,5,0,0,0,0,1,0,0,0,0,3.3,7.7,7.1,8,6.5,0.80671,0.77888,1.27392,1.76354,0.39046,0.23467,0.42156
"Sinapis alba",100,100,3,5,4,3,0,0,0,0,0,0,1,0,0,3.6,6.6,7.3,7.8,6.1,NA,NA,NA,NA,NA,NA,NA
"Sinapis arvensis",100,100,2,8,5,7,0,0,0,0,0,0,1,0,0,4.1,6.7,7.6,7.4,4.3,0.83003,0.82471,1.78482,1.97219,0.48138,0.13604,0.7566
"Sison amomum",50,150,7,9,8,3,0,0,0,0,1,0,0,0,0,4.1,6.6,7.3,6.2,5.9,0.66441,0.20877,0.13397,1.38956,0.0762,0.20351,0.1339
"Sison segetum",30,65,9,10,9.5,2,0,0,0,0,0,0,1,0,0,3.9,6.7,6.5,8.3,5.7,NA,NA,NA,NA,NA,NA,NA
"Sisymbrella aspera",8,50,4,8,6,5,0,0,0,0,0,0,1,0,0,5.1,6.1,7.6,8.7,5.2,0.39655,0.33333,0.90241,1.63059,0.18932,0.18519,0.16296
"Sisymbrium austriacum",120,120,NA,NA,NA,NA,0,0,0,0,1,0,0,0,0,3.6,7.2,8,7.1,4.3,0.63409,0.51136,0.59252,1.47488,0.33876,0.18587,0.28778
"Sisymbrium crassifolium",10,120,2,7,4.5,6,0,0,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium irio",15,75,9,18,1.5,10,0,0,0,0,0,0,1,0,0,3,6,7,7.9,6.1,0.82558,0.82097,1.84711,1.99662,0.86504,0.1896,0.56797
"Sisymbrium macroloma",50,115,5,8,6.5,4,0,0,0,0,0,0,1,0,0,3.4,7.5,8.4,8.2,6.3,NA,NA,NA,NA,NA,NA,NA
"Sisymbrium officinale",50,90,3,8,5.5,6,0,0,0,0,0,0,1,0,0,3.7,7.4,6.6,7.7,4.6,0.76998,0.7507,1.46055,1.90983,0.91556,0.1857,0.55131
"Sixalix atropurpurea",100,100,4,8,6,5,0,0,0,0,0,0,1,0,0,2.9,4.6,6.6,7.9,6.2,0.66984,0.59147,0.99602,1.63775,0.37256,0.26002,0.31369
"Smilax aspera",600,600,2,12,7,11,0,0,0,0,0,0,0,1,0,3.5,3.8,6.3,5.5,7.2,0.69206,0.18876,0.13379,1.3416,0.00894,0.25646,0.10733
"Smyrnium olusatrum",60,130,3,6,4.5,4,0,0,0,0,1,0,0,0,0,4.2,7.9,6.8,6.4,6.8,0.72113,0.55423,0.63542,1.57944,0.29961,0.23737,0.25901
"Solanum chenopodioides",100,100,1,12,6.5,12,1,0,0,0,0,0,0,1,0,4,7.8,7.9,7.8,6.1,0.70333,0.54333,0.629,1.47162,0.34012,0.18621,0.26207
"Solanum dulcamara",30,200,6,9,7.5,4,0,0,0,0,0,0,0,1,0,6.6,7.8,6.4,6.1,4.2,0.51987,0.28942,0.45404,1.38154,0.13888,0.16128,0.12662
"Solanum nigrum",30,80,1,12,6.5,12,0,0,0,0,0,0,1,0,0,4.2,8.3,6.8,7.2,4.9,0.79972,0.7689,1.29856,1.89634,0.65193,0.17352,0.67176
"Solanum tuberosum",NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,0,4.1,7.5,6.2,7.4,4.9,NA,NA,NA,NA,NA,NA,NA
"Soleirolia soleirolii",2,20,3,8,5.5,6,1,0,0,0,1,0,0,0,0,5.4,5.2,6.2,3.4,7.3,NA,NA,NA,NA,NA,NA,NA
"Solidago virgaurea",7,84,6,11,8.5,6,0,0,0,0,1,0,0,0,0,4.3,4.5,4.8,4.9,4,0.63382,0.16697,0.1225,1.27596,0.0451,0.20459,0.11703
"Soliva sessilis",3,15,3,4,3.5,2,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Soliva stolonifera",7,7,2,4,3,3,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sonchus arvensis",12,125,3,9,6,7,0,0,0,1,1,0,0,0,1,4.7,6.9,7,6.9,4.1,0.718,0.70484,1.54422,1.85329,0.38468,0.17047,0.60945
"Sonchus asper",18,130,3,9,6,7,0,0,0,0,1,0,1,0,0,4.2,7.1,6.8,7.3,4.4,0.7393,0.71983,1.39902,1.79157,0.57605,0.19228,0.59493
"Sonchus bulbosus",4,65,3,5,4,3,0,0,0,1,1,0,0,0,0,NA,NA,NA,NA,NA,0.63573,0.36877,0.50306,1.52336,0.07795,0.24652,0.27768
"Sonchus oleraceus",12,125,3,9,6,7,0,0,0,0,0,0,1,0,0,4,8.1,7.5,7.3,4.8,0.75479,0.72524,1.28692,1.77374,0.61324,0.18283,0.56773
"Sonchus tenerrimus",7,75,3,7,5,5,1,0,0,0,1,0,1,0,0,3.4,5.6,7.1,8.7,6.8,0.71026,0.63724,0.91633,1.35616,0.41474,0.20205,0.35264
"Sparganium erectum",12,92,5,9,7,5,0,0,0,0,0,1,0,0,0,8.1,6.4,6.7,7,4.5,NA,NA,NA,NA,NA,NA,NA
"Sparganium neglectum",12,92,5,9,7,5,0,0,0,0,0,1,0,0,0,8.4,6.6,6.2,7.1,4.8,NA,NA,NA,NA,NA,NA,NA
"Spergula arvensis",5,70,12,18,3,7,0,0,0,0,0,0,1,0,0,4.1,5.6,3.3,6.6,4.2,0.85174,0.84988,2.02497,2.12637,0.33786,0.13437,0.82065
"Spergula morisonii",5,30,3,8,5.5,6,0,0,0,0,0,0,1,0,0,2.6,1.8,3.2,8.9,4.3,0.43285,0.39638,1.29086,1.99132,0.11949,0.23996,0.38947
"Spergula pentandra",40,40,2,7,4.5,6,0,0,0,0,0,0,1,0,0,2.5,1.7,3.5,8.8,4.9,0.40516,0.39494,1.5997,1.82593,0.37805,0.34286,0.33806
"Spergularia bocconei",5,25,3,8,5.5,6,0,0,0,0,0,0,1,0,0,2.3,5.3,6,8.6,6.3,0.68529,0.68529,1.52793,1.52793,0.38661,0.225,0.39429
"Spergularia capillacea",8,35,3,11,7,9,0,0,0,0,0,0,1,0,0,4.4,4.5,2.7,7.8,4.2,0.52564,0.52564,1.87163,1.87163,0.21889,0.18718,0.30526
"Spergularia marina",2,35,2,11,6.5,10,0,0,0,0,1,0,1,0,0,5.3,5.1,8.2,7.7,5,0.50941,0.50853,2.02175,2.04395,0.10619,0.34561,0.23056
"Spergularia purpurea",2,25,3,11,7,9,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spergularia rubra",5,25,3,8,5.5,6,0,0,0,0,0,0,1,0,0,4.4,3.9,4,7.5,4.3,0.73,0.72198,1.79063,2.10331,0.40223,0.22254,0.54071
"Spergularia segetalis",3,20,4,10,7,7,0,0,0,0,0,0,1,0,0,6.2,4.2,3.7,8.8,5.1,NA,NA,NA,NA,NA,NA,NA
"Sporobolus indicus",11,105,7,10,8.5,4,1,0,0,0,1,0,0,0,0,3.9,6,6.1,8.1,6.4,0.67684,0.65417,1.39592,2.07197,0.65262,0.36489,0.37312
"Stachys alpina",60,90,5,9,7,5,0,0,0,0,1,0,0,0,0,4.5,7.4,7.4,5.6,3.2,0.64572,0.22129,0.15884,1.36906,0.09042,0.1954,0.1285
